case,p,h_nm,h1_degree_mode,profile,status,reason,iterations,true_relative_residual_norm,ksp_final_residual,rss_upper_gb,setup_time_s,solve_time_s,elapsed_wall_s,restart,max_it,inner_ksp_type,n_real,nnz_real,B_rows,B_nnz,G_rows,G_cols,G_nnz,H1_dofs,Pi_present,Pi_nnz,ams_setup_rss_before_gb,ams_setup_rss_after_gb,notes
fe_only_p2_h5_standard,2,5.0,standard,real_split_fgmres_blockdiag_ams_positive,not_converged,DIVERGED_MAX_IT,150,8.00413023447229e-06,0.010588469030894701,6.306221008300781,28.8762612190003,881.1659233120008,910.1721189139971,40,150,preonly,74892,14233968.0,37446,3558492.0,37446,42160,4130355.0,42160,False,,1.080596923828125,6.306221008300781,FE-only real split qualification; no official R/T/A
