case,mode_set,z_type,w_type,residual_before,residual_after,improvement,fe_fraction_after,aux_fraction_after,petrov_condition,regularization,omega,notes
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,9.601334814717081e-07,9.598776271734395e-07,1.0002665488714662,0.9659830711731879,0.25860530970344753,1.0192742939179673,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,9.601334814717081e-07,9.600539046249324e-07,1.0000828878945154,0.9659973485825344,0.25855197259257884,1.0192742939179673,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,9.601334814717081e-07,9.60106687297053e-07,1.0000279074971665,0.9660014945841868,0.25853648187657596,1.0192742939179673,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,9.601334814717081e-07,9.606989064853738e-07,0.9994114440957008,0.9660544172766011,0.2583386592447336,1.1160132239426948,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,9.601334814717081e-07,9.602595153928434e-07,0.9998687501460647,0.9660178301753564,0.25847543748545293,1.1160132239426948,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,9.601334814717081e-07,9.601713390509e-07,0.9999605720587024,0.9660082334562283,0.2585113012902472,1.1160132239426948,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,9.601334814717081e-07,9.60144402554681e-07,0.9999886255828354,0.9660049650512454,0.2585235143973214,1.1160132239426948,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,9.601334814717081e-07,9.601370802892698e-07,0.9999962517669242,0.9660040398480917,0.25852697150813253,1.1160132239426948,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,9.601334814717081e-07,9.644077150650934e-07,0.9955680221895604,0.9662478807792662,0.25761411624671715,1.6520459160808436,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,9.601334814717081e-07,9.610850526944605e-07,0.9990098990509898,0.966067847515632,0.25828843178995403,1.6520459160808436,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,9.601334814717081e-07,9.60419064544465e-07,0.9997026474345422,0.9660241223345339,0.25845192022462044,1.6520459160808436,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,9.601334814717081e-07,9.602158347887327e-07,0.9999142345772264,0.9660096488964783,0.2585060119975987,1.6520459160808436,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,9.601334814717081e-07,9.601606161507939e-07,0.9999717394375177,0.9660055932258492,0.25852116713409606,1.6520459160808436,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.971850394415775e-07,0.9628438489303668,0.967574503248412,0.25258578872056253,1.7059392646284708,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.658442225208484e-07,0.9940873063005592,0.9663488746064406,0.25723501423186107,1.7059392646284708,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.615081944063576e-07,0.9985702535426667,0.9661046063412396,0.258150904717063,1.7059392646284708,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.604901022085912e-07,0.9996287096180762,0.966032360733916,0.25842112532619593,1.7059392646284708,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.602470349684893e-07,0.9998817455377148,0.9660130259892192,0.25849339182878933,1.7059392646284708,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,9.601334814717081e-07,9.59803841877876e-07,1.000343444753448,0.9659646893368505,0.2586739626525282,1.066864792917566,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,9.601334814717081e-07,9.600161612662925e-07,1.0001222064900042,0.9659914238789986,0.25857410735072556,1.066864792917566,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,9.601334814717081e-07,9.600926202434271e-07,1.0000425596733267,0.9659994807697565,0.25854400622052887,1.066864792917566,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,9.601334814717081e-07,9.601210389020899e-07,1.0000129593760725,0.9660023444529309,0.2585333063870902,1.066864792917566,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,9.601334814717081e-07,9.601293164062132e-07,1.0000043380255386,0.9660031668118898,0.2585302336466673,1.066864792917566,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.700194917030042e-07,0.9898084416696207,0.9665325311765265,0.25654408232796355,1.570404985117083,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.619095084739357e-07,0.9981536444056518,0.9661335295197266,0.2580426382165464,1.570404985117083,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.606113093859618e-07,0.9995025793371524,0.9660440108148981,0.2583775709473741,1.570404985117083,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.602648225112308e-07,0.9998632241477104,0.9660154016077658,0.2584845137655,1.570404985117083,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.601761177687339e-07,0.9999555953369005,0.9660074903359547,0.2585140781753103,1.570404985117083,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,9.601334814717081e-07,9.603357235138528e-07,0.9997894048537478,0.9660281902941866,0.2584367148006233,1.1258062282069459,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,9.601334814717081e-07,9.601510642374999e-07,0.9999816875005959,0.96600998936057,0.25850473971591237,1.1258062282069459,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,9.601334814717081e-07,9.601352380575178e-07,0.9999981704808447,0.9660056227234496,0.25852105691158,1.1258062282069459,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,9.601334814717081e-07,9.601335774871698e-07,0.9999998999978087,0.9660041821415871,0.2585264398179869,1.1258062282069459,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,9.601334814717081e-07,9.601334724329816e-07,1.000000009414031,0.9660037789080188,0.25852794652692357,1.1258062282069459,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,9.601334814717081e-07,9.601334036088569e-07,1.0000000810958676,0.9660037084102969,0.2585282099453634,2.17156699036648,0.0,1.0,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,9.601334814717081e-07,9.60133441761655e-07,1.0000000413588896,0.9660036170414812,0.2585285513493152,2.17156699036648,0.0,0.3,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,9.601334814717081e-07,9.60133466677767e-07,1.0000000154082131,0.9660035914170801,0.25852864709602924,2.17156699036648,0.0,0.1,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,9.601334814717081e-07,9.60133476870014e-07,1.000000004792765,0.9660035824990422,0.25852868041866445,2.17156699036648,0.0,0.03,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,9.601334814717081e-07,9.601334799222375e-07,1.0000000016138075,0.9660035799558412,0.25852868992144457,2.17156699036648,0.0,0.01,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,9.601334814717081e-07,9.601334036088569e-07,1.0000000810958676,0.9660037084102971,0.2585282099453634,1.6079420408099605,0.0,1.0,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,9.601334814717081e-07,9.60133441761655e-07,1.0000000413588896,0.9660036170414812,0.2585285513493152,1.6079420408099605,0.0,0.3,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,9.601334814717081e-07,9.60133466677767e-07,1.0000000154082131,0.9660035914170801,0.25852864709602924,1.6079420408099605,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,9.601334814717081e-07,9.60133476870014e-07,1.000000004792765,0.9660035824990422,0.25852868041866445,1.6079420408099605,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,9.601334814717081e-07,9.601334799222375e-07,1.0000000016138075,0.9660035799558412,0.25852868992144457,1.6079420408099605,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,9.601334814717081e-07,9.603357235138528e-07,0.9997894048537478,0.9660281902941866,0.2584367148006233,1.1258062282069456,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,9.601334814717081e-07,9.601510642374999e-07,0.9999816875005959,0.96600998936057,0.25850473971591237,1.1258062282069456,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,9.601334814717081e-07,9.601352380575178e-07,0.9999981704808447,0.9660056227234496,0.25852105691158,1.1258062282069456,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,9.601334814717081e-07,9.601335774871698e-07,0.9999998999978087,0.9660041821415871,0.2585264398179869,1.1258062282069456,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,9.601334814717081e-07,9.601334724329816e-07,1.000000009414031,0.9660037789080188,0.25852794652692357,1.1258062282069456,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,9.601334814717081e-07,9.611356509403403e-07,0.9989573069444966,0.9660538421559725,0.25834080989205604,1.8633219452035157,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,9.601334814717081e-07,9.602250503313726e-07,0.9999046381266217,0.966011484690398,0.25849915173217286,1.8633219452035157,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,9.601334814717081e-07,9.601440787246828e-07,0.9999889628512955,0.9660055284521101,0.25852140917138666,1.8633219452035157,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,9.601334814717081e-07,9.601345683193172e-07,0.9999988680257488,0.9660040915935331,0.2585267781576078,1.8633219452035157,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,9.601334814717081e-07,9.601336444834633e-07,0.9999998302197239,0.9660037427945369,0.2585280814668807,1.8633219452035157,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.6336531261813e-07,0.9966452693447735,0.966143406328975,0.2580056557656151,2.655810519799899,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.604248146191093e-07,0.9996966622030516,0.9660282385880326,0.25843653427970076,2.655810519799899,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.601658634927772e-07,0.999966274554949,0.966010130993329,0.258504210445886,2.655810519799899,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.601363981998238e-07,0.999996962173165,0.9660053689138799,0.25852200531010616,2.655810519799899,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,9.601334814717081e-07,9.601338062836836e-07,0.9999996617013448,0.9660041587087073,0.25852652737675125,2.655810519799899,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,9.601334814717081e-07,9.602157840069122e-07,0.9999142874585328,0.9659955168691436,0.25855881611098813,1.1786409597453993,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,9.601334814717081e-07,9.601413864554065e-07,0.9999917668545384,0.9660006595869824,0.2585396017586369,1.1786409597453993,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,9.601334814717081e-07,9.601345177334607e-07,0.9999989207119071,0.9660025580020974,0.25853250846538545,1.1786409597453993,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,9.601334814717081e-07,9.601336244823657e-07,0.9999998510512975,0.9660032674777783,0.2585298575063538,1.1786409597453993,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,9.601334814717081e-07,9.601335131544993e-07,0.9999999670016818,0.9660034744729012,0.2585290840626698,1.1786409597453993,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.630516165460766e-07,0.9969699079216188,0.9661148658482003,0.25811250645234896,1.2312595948061846,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.6039958653801e-07,0.9997229225522044,0.9660221899939988,0.25845914268835274,1.2312595948061846,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.601640398287061e-07,0.9999681738164206,0.9660083599683307,0.25851082853779267,1.2312595948061846,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.601365428303774e-07,0.9999968115382212,0.9660048634605669,0.258523894003111,1.2312595948061846,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,9.601334814717081e-07,9.601339203747495e-07,0.9999995428731012,0.9660039926894066,0.25852714771977964,1.2312595948061846,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_aux_residual,0.021465559540488233,0.908144236037675,0.023636729374779314,0.9999999999993628,1.1298849443888624e-06,1.000000000000009,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_aux_residual,0.021465559540488233,0.27306979280632254,0.07860832690385822,0.9984877752593209,0.05497419992773581,1.000000000000009,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_aux_residual,0.021465559540488233,0.0931138930672659,0.23053014790157483,0.9782811355162004,0.20728246402707318,1.000000000000009,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_aux_residual,0.021465559540488233,0.034523414698952606,0.6217681456967659,0.7980817252099004,0.602549217812114,1.000000000000009,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_aux_residual,0.021465559540488233,0.023228043721272282,0.9241225734748397,0.40566249267389126,0.9140229439339066,1.000000000000009,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ,0.021465559540488233,0.02146459669431892,1.0000448574078993,0.047253893422890235,0.9988829108340871,1.0000000000000246,0.0,1.0,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ,0.021465559540488233,0.021465068494338456,1.0000228765237766,0.04431748433225328,0.9990174976357825,1.0000000000000246,0.0,0.3,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ,0.021465559540488233,0.021465376603039474,1.0000085224430086,0.04362712605030772,0.9990478836735459,1.0000000000000246,0.0,0.1,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ,0.021465559540488233,0.021465502637480434,1.000002650904978,0.04340240393845366,0.9990576716748456,1.0000000000000246,0.0,0.03,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ,0.021465559540488233,0.021465540380270643,1.000000892603552,0.04333984297509966,0.9990603875696874,1.0000000000000246,0.0,0.01,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.02146459669431892,1.0000448574078993,0.04725389342289024,0.9988829108340871,1.0000000000000084,0.0,1.0,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465068494338456,1.0000228765237766,0.04431748433225328,0.9990174976357825,1.0000000000000084,0.0,0.3,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465376603039474,1.0000085224430086,0.04362712605030772,0.9990478836735459,1.0000000000000084,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465502637480434,1.000002650904978,0.04340240393845366,0.9990576716748456,1.0000000000000084,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465540380270643,1.000000892603552,0.04333984297509966,0.9990603875696874,1.0000000000000084,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_residual_projected,0.021465559540488233,0.9081442360376751,0.02363672937477931,0.9999999999993628,1.1298849443888622e-06,1.000000000000009,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_residual_projected,0.021465559540488233,0.2730697928063226,0.0786083269038582,0.9984877752593209,0.0549741999277358,1.000000000000009,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_residual_projected,0.021465559540488233,0.09311389306726593,0.23053014790157478,0.9782811355162006,0.20728246402707312,1.000000000000009,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_residual_projected,0.021465559540488233,0.034523414698952606,0.6217681456967659,0.7980817252099005,0.602549217812114,1.000000000000009,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_residual_projected,0.021465559540488233,0.023228043721272282,0.9241225734748397,0.4056624926738913,0.9140229439339066,1.000000000000009,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.1130515714303694,0.1898740483559689,0.9860396888527153,0.16651045614988727,1.0000000000000124,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.039497734080607354,0.5434630628856104,0.852307380539311,0.5230412307631391,1.0000000000000124,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.02408116177416388,0.8913838851212791,0.4756019429984441,0.879660611722558,1.0000000000000124,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.021692008275632283,0.9895607298196345,0.1725177720323481,0.9850064052243493,1.0000000000000124,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.021483828580831404,0.9991496375855712,0.07750666559942469,0.996991833862073,1.0000000000000124,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.14817708125444526,0.14486423513517732,0.9857817700784771,0.16803065726511476,1.000000000000018,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
