case,mode_set,z_type,w_type,residual_before,residual_after,improvement,fe_fraction_after,aux_fraction_after,petrov_condition,regularization,omega,notes
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.04907010820223211,0.43744675377568876,0.8888784893533953,0.45814302479119723,1.000000000000018,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.026097542604460008,0.8225126735426737,0.55029700589182,0.8349689846374528,1.000000000000018,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021951029878018887,0.9778839380098157,0.19051451400390432,0.9816843789904454,1.000000000000018,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.02152925526859057,0.9970414337464211,0.06764585489615658,0.9977093957237088,1.000000000000018,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.6756736518179002,0.03176912327827959,0.9999668844054992,0.00813818728958796,1.0000000000000155,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.20359213499347123,0.10543412957075472,0.9966462499521117,0.08183063275079835,1.0000000000000155,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.0706879769290309,0.30366634430688494,0.9597618167591869,0.280815339842943,1.0000000000000155,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.029381009657100256,0.7305929847547236,0.7005331895998612,0.7136198219423603,1.0000000000000155,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.022442333096724162,0.9564762918353392,0.31686386294788166,0.948471028739279,1.0000000000000155,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,1.3840559088323627,0.015509170838768587,0.9999668559344054,0.008141684878877965,1.000000000000032,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.41557939577442526,0.05165212654609,0.9996071687054169,0.028026920500541612,1.000000000000032,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.1398630891043986,0.15347551436151682,0.9915174978776331,0.12997327187726102,1.000000000000032,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.04656231259821786,0.46100716099976985,0.8982306201074213,0.4395244624607824,1.000000000000032,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.025430704612281238,0.84408040861447,0.5571065778886365,0.830441003848686,1.000000000000032,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_aux_residual,0.021465559540488233,1.129537097074142,0.019003855292659987,0.9999999999986837,1.62525627655887e-06,1.0000000000000153,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_aux_residual,0.021465559540488233,0.33939604055730954,0.06324634637823247,0.9990213347116519,0.04423090312160399,1.0000000000000153,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_aux_residual,0.021465559540488233,0.1148498655633405,0.18690104194026966,0.985777942504593,0.16805311086503025,1.0000000000000153,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_aux_residual,0.021465559540488233,0.04000994662806501,0.5365055779762326,0.8542136633244907,0.5199221262744609,1.0000000000000153,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_aux_residual,0.021465559540488233,0.024200130455317173,0.8870018110076713,0.4799280166906898,0.877307870017898,1.0000000000000153,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ,0.021465559540488233,0.021464749181345742,1.0000377530217401,0.04484156968700342,0.9989941109075697,1.0000000000000289,0.0,1.0,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ,0.021465559540488233,0.02146514626114815,1.000019253506827,0.04359319608501461,0.9990493647738804,1.0000000000000289,0.0,0.3,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ,0.021465559540488233,0.021465405574605256,1.000007172745115,0.04338646920287824,0.9990583638056928,1.0000000000000289,0.0,0.1,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ,0.021465559540488233,0.021465511649113492,1.0000022310847057,0.04333031676619692,0.9990608007768802,1.0000000000000289,0.0,0.03,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ,0.021465559540488233,0.021465543414639632,1.0000007512434366,0.04331582531563612,0.9990614291810216,1.0000000000000289,0.0,0.01,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021464749181345742,1.0000377530217401,0.044841569687003466,0.9989941109075697,1.0000000000000309,0.0,1.0,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.02146514626114815,1.000019253506827,0.04359319608501462,0.9990493647738804,1.0000000000000309,0.0,0.3,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465405574605256,1.000007172745115,0.04338646920287825,0.9990583638056928,1.0000000000000309,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465511649113492,1.0000022310847057,0.04333031676619692,0.9990608007768802,1.0000000000000309,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465543414639632,1.0000007512434366,0.04331582531563612,0.9990614291810216,1.0000000000000309,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_residual_projected,0.021465559540488233,1.1295370970741423,0.019003855292659983,0.9999999999986837,1.6252562765588697e-06,1.0000000000000153,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_residual_projected,0.021465559540488233,0.3393960405573096,0.06324634637823245,0.9990213347116519,0.044230903121603986,1.0000000000000153,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_residual_projected,0.021465559540488233,0.11484986556334051,0.18690104194026963,0.9857779425045929,0.16805311086503022,1.0000000000000153,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_residual_projected,0.021465559540488233,0.04000994662806501,0.5365055779762326,0.8542136633244906,0.5199221262744609,1.0000000000000153,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_residual_projected,0.021465559540488233,0.024200130455317173,0.8870018110076713,0.47992801669068985,0.877307870017898,1.0000000000000153,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.0644869618074529,0.33286665922610437,0.947109048474331,0.3209119042635373,1.000000000000012,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.028085520292851864,0.7642927500243427,0.6552420627130261,0.7554189825862067,1.000000000000012,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.022264355678821932,0.9641221982860468,0.2807808752815735,0.9597719000242265,1.000000000000012,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.02152757535477067,0.9971192383136313,0.09874396469042003,0.9951128727120442,1.000000000000012,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.02146892847825034,0.9998430784393585,0.05388985456199488,0.9985468860175207,1.000000000000012,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.06882225717716604,0.3118985110475294,0.946432771583816,0.3229009273324831,1.0000000000000113,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.029166603122858188,0.7359636447915814,0.6691642309254847,0.7431145484041516,1.0000000000000113,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.02248811315025023,0.9545291504480615,0.2900749086732834,0.9570039432302179,1.0000000000000113,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021571410449750115,0.995093000084141,0.09774745681381113,0.9952112512860937,1.0000000000000113,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021481118734451774,0.9992756804635791,0.051169249928334,0.9986899958754827,1.0000000000000113,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.6787764241436537,0.03162390262385622,0.9998736302112995,0.015897283040821567,1.0000000000000226,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.20454468428575984,0.10494313071709896,0.9961444218982413,0.08772850574939949,1.0000000000000226,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.07101642853076505,0.3022618848142882,0.9584269083646325,0.2853381525884946,1.0000000000000226,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.029470098301517797,0.7283843888427984,0.6984829448906518,0.7156267013582458,1.0000000000000226,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.02246275804294917,0.9556065866642788,0.313995747422149,0.9494243890909937,1.0000000000000226,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,1.4213518680213892,0.015102213620311791,0.9998735520973556,0.015902195326974473,1.0000000000000067,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.4269296169829021,0.05027891878803034,0.9991155019957046,0.042050132840117486,1.0000000000000067,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.1437724899479065,0.1493022729749336,0.9902900305251139,0.1390167451876544,1.0000000000000067,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.047774868088566486,0.44930651615185485,0.898396152174961,0.43918601270671664,1.0000000000000067,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.025769426304102082,0.8329855421372442,0.5634927486231006,0.8261210094466689,1.0000000000000067,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_aux_residual,0.021465559540488233,0.9081442360376748,0.02363672937477932,0.9999999999993631,1.1298849439432407e-06,1.0455574471727758,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_aux_residual,0.021465559540488233,0.27306979280632254,0.07860832690385822,0.9984877752593209,0.054974199927735806,1.0455574471727758,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_aux_residual,0.021465559540488233,0.0931138930672659,0.23053014790157483,0.9782811355162007,0.20728246402707318,1.0455574471727758,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_aux_residual,0.021465559540488233,0.03452341469895261,0.6217681456967658,0.7980817252099004,0.6025492178121139,1.0455574471727758,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_aux_residual,0.021465559540488233,0.02322804372127229,0.9241225734748394,0.40566249267389154,0.9140229439339064,1.0455574471727758,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ,0.021465559540488233,0.021464596694317942,1.000044857407945,0.047253893421926735,0.9988829108341326,1.0019731773582587,0.0,1.0,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ,0.021465559540488233,0.021465068494337956,1.0000228765238,0.04431748433172953,0.9990174976358057,1.0019731773582587,0.0,0.3,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ,0.021465559540488233,0.02146537660303929,1.0000085224430173,0.04362712605010951,0.9990478836735545,1.0019731773582587,0.0,0.1,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ,0.021465559540488233,0.02146550263748037,1.000002650904981,0.043402403938391704,0.9990576716748484,1.0019731773582587,0.0,0.03,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ,0.021465559540488233,0.021465540380270622,1.000000892603553,0.043339842975078764,0.9990603875696883,1.0019731773582587,0.0,0.01,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021464596694317942,1.000044857407945,0.04725389342192672,0.9988829108341326,1.0009861024800772,0.0,1.0,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465068494337956,1.0000228765238,0.04431748433172953,0.9990174976358057,1.0009861024800772,0.0,0.3,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.02146537660303929,1.0000085224430173,0.04362712605010951,0.9990478836735545,1.0009861024800772,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.02146550263748037,1.000002650904981,0.043402403938391704,0.9990576716748484,1.0009861024800772,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_AZ_normalized,0.021465559540488233,0.021465540380270622,1.000000892603553,0.043339842975078764,0.9990603875696883,1.0009861024800772,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,0.021465559540488233,0.908144236037675,0.023636729374779314,0.9999999999993631,1.1298849439432405e-06,1.0455574471727758,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,0.021465559540488233,0.2730697928063226,0.0786083269038582,0.9984877752593209,0.0549741999277358,1.0455574471727758,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,0.021465559540488233,0.09311389306726593,0.23053014790157478,0.9782811355162006,0.20728246402707312,1.0455574471727758,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,0.021465559540488233,0.03452341469895261,0.6217681456967658,0.7980817252099005,0.6025492178121138,1.0455574471727758,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_residual_projected,0.021465559540488233,0.02322804372127229,0.9241225734748394,0.4056624926738916,0.9140229439339064,1.0455574471727758,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.11305157143036954,0.1898740483559687,0.9860396888527153,0.16651045614988708,1.0223510202007486,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.03949773408060745,0.5434630628856091,0.8523073805393118,0.5230412307631379,1.0223510202007486,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.024081161774163924,0.8913838851212774,0.4756019429984473,0.8796606117225563,1.0223510202007486,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.021692008275632297,0.9895607298196338,0.17251777203235208,0.9850064052243487,1.0223510202007486,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag,0.021465559540488233,0.02148382858083141,0.9991496375855708,0.0775066655994277,0.9969918338620727,1.0223510202007486,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.14817708125444537,0.1448642351351772,0.985781770078477,0.1680306572651146,1.0154541297171302,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.04907010820223219,0.437446753775688,0.8888784893533958,0.45814302479119645,1.0154541297171302,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.026097542604460056,0.8225126735426722,0.5502970058918223,0.8349689846374514,1.0154541297171302,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021951029878018904,0.9778839380098149,0.19051451400390806,0.9816843789904446,1.0154541297171302,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021529255268590574,0.997041433746421,0.06764585489616033,0.9977093957237085,1.0154541297171302,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.6756736518178997,0.03176912327827961,0.9999668844054991,0.008138187289587984,1.0451746954704346,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.20359213499347106,0.1054341295707548,0.9966462499521117,0.08183063275079842,1.0451746954704346,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.07068797692903087,0.30366634430688505,0.9597618167591868,0.2808153398429431,1.0451746954704346,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.029381009657100256,0.7305929847547236,0.7005331895998613,0.7136198219423603,1.0451746954704346,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe,0.021465559540488233,0.02244233309672417,0.956476291835339,0.31686386294788205,0.9484710287392788,1.0451746954704346,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,1.384055908832364,0.015509170838768571,0.9999668559344054,0.008141684878877975,1.0462613562516743,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.41557939577442554,0.051652126546089965,0.9996071687054169,0.02802692050054158,1.0462613562516743,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.1398630891043987,0.15347551436151669,0.9915174978776329,0.12997327187726088,1.0462613562516743,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.04656231259821789,0.4610071609997695,0.8982306201074214,0.4395244624607821,1.0462613562516743,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,diag_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.02543070461228125,0.8440804086144696,0.5571065778886369,0.8304410038486857,1.0462613562516743,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,0.021465559540488233,1.1295370970741423,0.019003855292659983,0.9999999999986836,1.625256276363392e-06,1.0442365479630655,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,0.021465559540488233,0.33939604055730954,0.06324634637823247,0.9990213347116519,0.04423090312160399,1.0442365479630655,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,0.021465559540488233,0.11484986556334051,0.18690104194026963,0.9857779425045927,0.16805311086503022,1.0442365479630655,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate test basis
