iteration,ksp_residual
0,93.08422677303113
1,85.72867475669615
2,74.05797975092278
3,60.44207855892079
4,60.44113258335881
5,51.6238617426544
6,47.371480823323544
7,46.91296202818925
8,41.38530188928966
9,39.84389412092719
10,38.90589056776281
11,35.333531795047044
12,34.822108592675754
13,33.63147391500972
14,31.002029890562298
15,30.797066998266054
16,29.761088858696098
17,29.430161273873583
18,28.191316056923966
19,27.537243694802008
20,27.130831628592336
21,26.879908343787314
22,26.095302803796887
23,25.573043907144754
24,24.949044411022577
25,24.416690096134047
26,24.035840769776055
27,23.71260542374087
28,23.286371740563464
29,23.054085941256883
30,22.436495761330345
31,22.06359312236614
32,21.630197513244408
33,21.26379060834885
34,20.922256672434262
35,20.817521201762183
36,20.239118328145942
37,19.853359355200844
38,18.507529706454687
39,18.48427324174932
40,17.68446649244077
41,17.650296553506895
42,16.817519280517615
43,16.793870983840073
44,16.102382332175875
45,15.975605078410169
46,15.280528286330945
47,15.089808342725268
48,14.43427325207409
49,14.20908189715631
50,13.747905094195698
51,13.44851494583979
52,12.96682297151995
53,12.798874863775067
54,12.426364456158819
55,12.27036277269781
56,11.781552542122599
57,11.692964372704324
58,11.382461503942228
59,11.359015724813911
60,10.997000450789
61,10.996483152922856
62,10.563905544896338
63,10.550877194902611
64,10.083215963013725
65,10.07109846067823
66,9.301241548441272
67,9.249677577815138
68,8.189836391488232
69,8.16643169523053
70,7.072945669833726
71,6.9928380478854395
72,6.246723007047232
73,6.142739505420663
74,5.702798399540085
75,5.621303685272811
76,5.390893722483005
77,5.354857214887994
78,5.187090606723712
79,5.183454264492886
80,5.027363534529845
81,5.024403131727695
82,5.020837544676834
83,5.017370950471951
84,5.011767291356555
85,5.0047491684975745
86,5.002863830898895
87,4.999648893241284
88,4.990076206247628
89,4.98994479407692
90,4.980666995948351
91,4.977572495807119
92,4.974195944435201
93,4.966959505415802
94,4.9668699338115
95,4.961423555457768
96,4.959003873321009
97,4.95763905527712
98,4.953074574722331
99,4.951193023177481
100,4.949281869381931
101,4.938090435043738
102,4.937594604214631
103,4.923548860512577
104,4.921720758921051
105,4.90225611326736
106,4.883145746929635
107,4.862904797223811
108,4.825835867260593
109,4.816479079495397
110,4.766831797842731
111,4.766377250488055
112,4.710551441482934
113,4.702039133794962
114,4.663028588514941
115,4.64571973051091
116,4.62353806261147
117,4.611489563825775
118,4.604783488110952
119,4.600947025688412
120,4.600818488548133
121,4.596872676961546
122,4.589052106909853
123,4.5854267273259985
124,4.578597616073837
125,4.5668190212939415
126,4.563283208605045
127,4.559963422319818
128,4.551352564997724
129,4.550628812714295
130,4.53211210578534
131,4.5209223370514415
132,4.488595899359333
133,4.4668154897515695
134,4.441863909180494
135,4.415192835166074
136,4.393081147187524
137,4.375517708943757
138,4.350340005479426
139,4.338156197775182
140,4.316132705027878
141,4.31015251836324
142,4.2937126554452
143,4.290460641673055
144,4.279434506326384
145,4.2794232570715085
146,4.266408251331355
147,4.258688010943802
148,4.2476199381299455
149,4.211338849786506
150,4.206607996027065
151,4.152844050021657
152,4.152763444346927
153,4.086380795145467
154,4.085059550657607
155,4.03459523288357
156,4.032929973191521
157,3.9538725564621107
158,3.9520158894305903
159,3.8305191309354734
160,3.829780113090294
161,3.8297688917367223
162,3.828398532363899
163,3.8234575644611146
164,3.817071393770544
165,3.8167033264979207
166,3.816350867984091
167,3.814298393354828
168,3.8134113244453913
169,3.8131473657556914
170,3.8105918289957548
171,3.8103656936880346
172,3.809438881959097
173,3.8081879244126466
174,3.8081644467784788
175,3.807365959454166
176,3.8072860595830913
177,3.8071593956829965
178,3.807042429299392
179,3.8070333949002415
180,3.807009082448765
181,3.806690517914327
182,3.8063644047931326
183,3.8062817107213958
184,3.8036638610772537
185,3.803163025403314
186,3.8008273946451
187,3.8003609478800935
188,3.7984793472450074
189,3.798282094650683
190,3.797583321101988
191,3.7975775127900655
192,3.7975608425777065
193,3.797539591410315
194,3.7975128808327976
195,3.797511550556138
196,3.7974968054293425
197,3.7972194686047174
198,3.797218748791234
199,3.796444498721928
200,3.796384348695295
201,3.7961460625137935
202,3.7934480682587237
203,3.791292310324832
204,3.7894632612775734
205,3.7860258074376993
206,3.7846004425310498
207,3.7811620149783023
208,3.781038588558896
209,3.778194333726258
210,3.7774183318531835
211,3.7764557934289935
212,3.7742120328535442
213,3.7740712446928115
214,3.770544240305698
215,3.770532055977226
216,3.7658176186843053
217,3.7657054059126427
218,3.761500108707933
219,3.7607893991513834
220,3.7574911728433196
221,3.753890635678019
222,3.7525195809933485
223,3.7460190600226806
224,3.745446707527366
225,3.736498604486915
226,3.7335525668294878
227,3.7156814868474437
228,3.7091776265363947
229,3.6806655434661155
230,3.676395510226259
231,3.657872687356946
232,3.651023319030048
233,3.6415107383741065
234,3.6278992145836853
235,3.6246363596995677
236,3.613774111082693
237,3.6137725880128224
238,3.607637389636822
239,3.6060819695862922
240,3.6059122965619985
241,3.6059114952271543
242,3.6059045101778744
243,3.605750431623402
244,3.6047240539083116
245,3.603468842525606
246,3.603461155021443
247,3.6029750750057623
248,3.6022790468897914
249,3.6022787088751578
250,3.601871399021248
251,3.60140771060306
252,3.60140727161565
253,3.6009390324346415
254,3.60054606795972
255,3.6005198593588914
256,3.59981902344665
257,3.5996345328439
258,3.5994257915581835
259,3.5988260760546797
260,3.5988245109184054
261,3.598262941664153
262,3.5982078371163615
263,3.5980209785635484
264,3.597927329404132
265,3.597907094085877
266,3.5978462430703
267,3.5975065076802677
268,3.5974929021169877
269,3.5969396652020755
270,3.5967114681856622
271,3.596232667507032
272,3.595843893517993
273,3.595712664440714
274,3.5951038846742382
275,3.595095107745665
276,3.594720455395154
277,3.5946080785568597
278,3.5944364273158125
279,3.594304299312194
280,3.5942199688627436
281,3.594215771059858
282,3.5942000988725433
283,3.594197881213392
284,3.5941869438415512
