method,R,T,A,role,status,source
port,1.000622742650277e-06,0.963854707759022,0.03614429161823529,primary,ok,dtn_auxiliary_port_amplitudes
probe_eh_fourier,0.00026860757335086713,0.927963485585175,0.07176790684147405,cross_check,ok,eh_fourier_orders
net_flux,0.04154154298666379,0.9277363249727861,0.030722132040550076,diagnostic,ok,sampled_poynting_flux
volume_absorption,,,0.036144291618242494,absorption_check,ok,volume_integral_Im_epsilon_E2
