case,p,h_nm,status,reason,iterations,true_relative_residual_norm,rss_upper_gb,wall_time_s,R_total,T_total,A_volume,energy_closure_error,notes
full_stage4_p2_h1p5,2,1.5,not_run,gated_not_entered,,,,,,,,h=1.5 breakthrough requires successful full Stage 4 h=2 validation first.
