auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
10,top,outgoing_up,air,-6,-4,-6,-4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.5700082668600539e-08+4.6884399349795695e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.5700082668600539e-08+4.6884399349795695e-07j,-3.4455848868527977e-01-9.3876485227926809e-01j,4.6277178348892263e-07-9.9867249427702689e-08j,2.562849761560261e-10,5.1256995231205235e-14,dtn_port_modal_amplitudes,5.1256995231205235e-14,0.0
11,top,outgoing_up,air,-6,-4,-6,-4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-9.5487361093723586e-08-8.7481674203329436e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-9.5487361093723586e-08-8.7481674203329436e-08j,-3.4455848868527977e-01-9.3876485227926809e-01j,-4.9223740133632630e-08+1.1978273188284376e-07j,1.9176824157520725e-11,3.8353648315041455e-15,dtn_port_modal_amplitudes,3.8353648315041455e-15,0.0
12,top,outgoing_up,air,-6,-3,-6,-3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.2451007619527304e-07+2.1799072221441520e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.2451007619527304e-07+2.1799072221441520e-07j,6.2961949883906554e-01+7.7690365340989609e-01j,-3.1071371015622921e-07-3.7171489151235704e-08j,2.0765757946758707e-10,4.153151589351742e-14,dtn_port_modal_amplitudes,4.153151589351742e-14,0.0
13,top,outgoing_up,air,-6,-3,-6,-3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.2564616917862510e-07-4.5446684171883474e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.2564616917862510e-07-4.5446684171883474e-08j,6.2961949883906554e-01+7.7690365340989609e-01j,1.1441697303779635e-07+6.9000849359633148e-08j,3.785742463512716e-11,7.571484927025433e-15,dtn_port_modal_amplitudes,7.571484927025433e-15,0.0
14,top,outgoing_up,air,-6,-2,-6,-2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.7623760249015894e-08+5.0838703421986518e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.7623760249015894e-08+5.0838703421986518e-08j,6.1846703843426665e-01-7.8581074208128976e-01j,8.1772665991479570e-08-2.1697414880372381e-08j,1.8630256789800156e-11,3.726051357960032e-15,dtn_port_modal_amplitudes,3.726051357960032e-15,0.0
15,top,outgoing_up,air,-6,-2,-6,-2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.2085116255978905e-08+2.4582852144085977e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2085116255978905e-08+2.4582852144085977e-08j,6.1846703843426665e-01-7.8581074208128976e-01j,1.1843223225849742e-08+2.4700297935069758e-08j,1.953116621386227e-12,3.9062332427724546e-16,dtn_port_modal_amplitudes,3.9062332427724546e-16,0.0
16,top,outgoing_up,air,-6,-1,-6,-1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.7076471021882223e-07-2.4696246950815406e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,4.7076471021882223e-07-2.4696246950815406e-07j,1.4242533435261126e-01+9.8980554864809023e-01j,3.1149364388133156e-07+4.3079180999005515e-07j,8.063981936315452e-10,1.6127963872630908e-13,dtn_port_modal_amplitudes,1.6127963872630908e-13,0.0
17,top,outgoing_up,air,-6,-1,-6,-1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.0480859395640357e-08-2.3663121340373226e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.0480859395640357e-08-2.3663121340373226e-09j,1.4242533435261126e-01+9.8980554864809023e-01j,-6.2718177412539022e-09-6.0201313013682714e-08j,1.0453516675120962e-11,2.090703335024193e-15,dtn_port_modal_amplitudes,2.090703335024193e-15,0.0
18,top,outgoing_up,air,-6,0,-6,0,s,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.9830602087952467e-07+4.7439474568113795e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.9830602087952467e-07+4.7439474568113795e-07j,-5.5648420187162273e-01+8.3085819070844036e-01j,1.0573834898739460e-07-1.0103580966329199e-06j,3.02599013118895e-09,6.051980262377901e-13,dtn_port_modal_amplitudes,6.051980262377901e-13,0.0
19,top,outgoing_up,air,-6,0,-6,0,p,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.9756908610033125e-15-3.4432455310185284e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,5.9756908610033125e-15-3.4432455310185284e-15j,-5.5648420187162273e-01+8.3085819070844036e-01j,-4.6452880735000076e-16+6.8810634381830522e-15j,1.3946716066923436e-25,2.7893432133846875e-29,dtn_port_modal_amplitudes,2.7893432133846875e-29,0.0
20,top,outgoing_up,air,-6,1,-6,1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.7076465454472547e-07-2.4696244966190820e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,4.7076465454472547e-07-2.4696244966190820e-07j,1.4242533435261126e-01+9.8980554864809023e-01j,3.1149361630800546e-07+4.3079175771013345e-07j,8.063980160893193e-10,1.612796032178639e-13,dtn_port_modal_amplitudes,1.612796032178639e-13,0.0
21,top,outgoing_up,air,-6,1,-6,1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.0480857327989840e-08+2.3663140806261723e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,6.0480857327989840e-08+2.3663140806261723e-09j,1.4242533435261126e-01+9.8980554864809023e-01j,6.2718155200236427e-09+6.0201311244354329e-08j,1.0453515987754498e-11,2.0907031975509e-15,dtn_port_modal_amplitudes,2.0907031975509e-15,0.0
22,top,outgoing_up,air,-6,2,-6,2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.7623788261750236e-08+5.0838616789974955e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.7623788261750236e-08+5.0838616789974955e-08j,6.1846703843426665e-01-7.8581074208128976e-01j,8.1772615240067130e-08-2.1697490472123575e-08j,1.8630243723699277e-11,3.726048744739856e-15,dtn_port_modal_amplitudes,3.726048744739856e-15,0.0
23,top,outgoing_up,air,-6,2,-6,2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.2085142053449297e-08-2.4582835231794238e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.2085142053449297e-08-2.4582835231794238e-08j,6.1846703843426665e-01-7.8581074208128976e-01j,-1.1843193981104107e-08-2.4700307747304123e-08j,1.9531160800570315e-12,3.906232160114064e-16,dtn_port_modal_amplitudes,3.906232160114064e-16,0.0
24,top,outgoing_up,air,-6,3,-6,3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.2451006987409465e-07+2.1799072088766064e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.2451006987409465e-07+2.1799072088766064e-07j,6.2961949883906554e-01+7.7690365340989609e-01j,-3.1071370514553159e-07-3.7171485075639693e-08j,2.0765757222202609e-10,4.1531514444405226e-14,dtn_port_modal_amplitudes,4.1531514444405226e-14,0.0
25,top,outgoing_up,air,-6,3,-6,3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.2564618053381179e-07+4.5446700801005104e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2564618053381179e-07+4.5446700801005104e-08j,6.2961949883906554e-01+7.7690365340989609e-01j,-1.1441699310646865e-07-6.9000847711499944e-08j,3.785743389136599e-11,7.5714867782732e-15,dtn_port_modal_amplitudes,7.5714867782732e-15,0.0
26,top,outgoing_up,air,-6,4,-6,4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.5700101540187727e-08+4.6884398881299278e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.5700101540187727e-08+4.6884398881299278e-07j,-3.4455848868527977e-01-9.3876485227926809e-01j,4.6277178559320848e-07-9.9867230097475775e-08j,2.5628497396823953e-10,5.1256994793647914e-14,dtn_port_modal_amplitudes,5.1256994793647914e-14,0.0
27,top,outgoing_up,air,-6,4,-6,4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,9.5487355229745343e-08+8.7481654884895668e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,9.5487355229745343e-08+8.7481654884895668e-08j,-3.4455848868527977e-01-9.3876485227926809e-01j,4.9223724018649498e-08-1.1978271972161677e-07j,1.9176819012079093e-11,3.83536380241582e-15,dtn_port_modal_amplitudes,3.83536380241582e-15,0.0
28,top,outgoing_up,air,-5,-5,-5,-5,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.7011321851944201e-05-2.7098104580037866e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.7011321851944201e-05-2.7098104580037866e-06j,2.6849921349019268e-01+9.6327990343157677e-01j,-4.6422127162737087e-06-2.6747045481781566e-05j,1.097728419521025e-06,2.1954568390420504e-10,dtn_port_modal_amplitudes,2.1954568390420504e-10,0.0
29,top,outgoing_up,air,-5,-5,-5,-5,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.7200650910692167e-06+1.3691024853225497e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,7.7200650910692167e-06+1.3691024853225497e-06j,2.6849921349019268e-01+9.6327990343157677e-01j,7.5400249519574016e-07+7.8041864959072151e-06j,9.156817834710553e-08,1.8313635669421108e-11,dtn_port_modal_amplitudes,1.8313635669421108e-11,0.0
30,top,outgoing_up,air,-5,-4,-5,-4,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.1705607359003795e-07+2.1397489022383182e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1705607359003795e-07+2.1397489022383182e-07j,-1.6138143054578044e-01-9.8689210852807885e-01j,2.3006080719509405e-07+8.0990141396092215e-08j,1.4954155457097632e-10,2.990831091419527e-14,dtn_port_modal_amplitudes,2.990831091419527e-14,0.0
31,top,outgoing_up,air,-5,-4,-5,-4,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.0035818536403982e-07-1.7212677979322834e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0035818536403982e-07-1.7212677979322834e-08j,-1.6138143054578044e-01-9.8689210852807885e-01j,-3.3183003585456095e-08-9.6264894566142073e-08j,2.606356370820475e-11,5.212712741640951e-15,dtn_port_modal_amplitudes,5.212712741640951e-15,0.0
32,top,outgoing_up,air,-5,-3,-5,-3,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.5864484480796660e-06-2.2364048910848676e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,8.5864484480796660e-06-2.2364048910848676e-06j,-9.0923179921555264e-01-4.1629020562012875e-01j,-8.7380654232786466e-06-1.5410439471021632e-06j,2.4276957842097305e-07,4.855391568419462e-11,dtn_port_modal_amplitudes,4.855391568419462e-11,0.0
33,top,outgoing_up,air,-5,-3,-5,-3,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.1269611120801342e-06+8.5947934290385066e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.1269611120801342e-06+8.5947934290385066e-07j,-9.0923179921555264e-01-4.1629020562012875e-01j,3.2009253103973828e-06+5.2025733497691649e-07j,3.24292331925266e-08,6.485846638505321e-12,dtn_port_modal_amplitudes,6.485846638505321e-12,0.0
34,top,outgoing_up,air,-5,-2,-5,-2,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.1567566826659995e-07-2.2529089887265578e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,3.1567566826659995e-07-2.2529089887265578e-07j,8.5679860779751749e-01+5.1565118605141957e-01j,3.8664199229664920e-07-3.0250395754296048e-08j,5.163779923893688e-10,1.0327559847787377e-13,dtn_port_modal_amplitudes,1.0327559847787377e-13,0.0
35,top,outgoing_up,air,-5,-2,-5,-2,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.1339925602648835e-08+4.8812671942385960e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.1339925602648835e-08+4.8812671942385960e-08j,8.5679860779751749e-01+5.1565118605141957e-01j,-6.9158288962207818e-08+1.5349135834315718e-08j,1.7229403031052922e-11,3.445880606210585e-15,dtn_port_modal_amplitudes,3.445880606210585e-15,0.0
36,top,outgoing_up,air,-5,-1,-5,-1,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.5129601210823896e-06-5.9767235156709649e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,7.5129601210823896e-06-5.9767235156709649e-05j,-6.9839791750262425e-01+7.1570968194373175e-01j,3.7528953161820682e-05+4.7118410867051466e-05j,1.3160122577185906e-05,2.6320245154371816e-09,dtn_port_modal_amplitudes,2.6320245154371816e-09,0.0
37,top,outgoing_up,air,-5,-1,-5,-1,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.0865591731497733e-06+8.7048968644943377e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0865591731497733e-06+8.7048968644943377e-06j,-6.9839791750262425e-01+7.1570968194373175e-01j,-5.4713283024690547e-06-6.8571427624660374e-06j,2.7910420277310577e-07,5.5820840554621164e-11,dtn_port_modal_amplitudes,5.5820840554621164e-11,0.0
38,top,outgoing_up,air,-5,0,-5,0,s,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.5958058401825546e-06+1.0441549939121159e-04j,0.0000000000000000e+00+0.0000000000000000e+00j,3.5958058401825546e-06+1.0441549939121159e-04j,-9.7634864447195091e-01+2.1620204540610613e-01j,-2.6085604698326539e-05-1.0116851071494057e-04j,4.026834420299895e-05,8.053668840599792e-09,dtn_port_modal_amplitudes,8.053668840599792e-09,0.0
39,top,outgoing_up,air,-5,0,-5,0,p,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.7394003903680807e-14+1.0702317187833756e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7394003903680807e-14+1.0702317187833756e-15j,-9.7634864447195091e-01+2.1620204540610613e-01j,1.6751225846639121e-14-4.8055385096826206e-15j,1.12036429610524e-24,2.2407285922104807e-28,dtn_port_modal_amplitudes,2.2407285922104807e-28,0.0
