iteration,ksp_residual
0,1.4029666889423669
1,1.4029068554197337
2,1.402896219143087
3,1.4028946394098183
4,1.4028504370569697
5,1.4028335712038378
6,1.4028332189189574
7,1.4028243307246169
8,1.4028166405669076
9,1.4028165510325463
10,1.4028159339510178
11,1.4028146149546665
12,1.4028145542693804
13,1.4028141246206358
14,1.4028140598006065
15,1.4028112153299965
16,1.4028103754505854
17,1.402809196124588
18,1.4028086450486739
19,1.4028071491948866
20,1.4028071341706512
21,1.402804937190513
22,1.4028034370359974
23,1.4028019677858017
24,1.4028018396854725
25,1.402798256255096
26,1.402798254844523
27,1.4027972297899531
28,1.402797087978894
29,1.4027955901335998
30,1.402795553306011
31,1.4027933184589314
32,1.4027931431806564
33,1.402792640292376
34,1.4027924928956435
35,1.4027897900349275
36,1.402789238106875
37,1.4027888191935094
38,1.4027874295411564
39,1.402786983715613
40,1.4027865207296049
41,1.4027861132896946
42,1.4027835179818564
43,1.402781347185377
44,1.4027809706258463
45,1.4027793475787416
46,1.4027782377747255
47,1.4027768810245667
48,1.402776289895537
49,1.4027747058268791
50,1.4027745921510386
51,1.4027738035936705
52,1.4027735495966516
53,1.4027724467717568
54,1.4027720067736513
55,1.4027714771128854
56,1.4027701210622314
57,1.402769708031534
58,1.4027689113749084
59,1.402768898370338
60,1.4027677204319806
61,1.402767523206403
62,1.4027667284989926
63,1.4027665065831996
64,1.40276524567888
65,1.4027651572885167
66,1.4027636053563977
67,1.402763591612279
68,1.4027618796849708
69,1.402761847763972
70,1.402759719473608
71,1.4027596590134146
72,1.4027581826357736
73,1.402758170559399
74,1.4027570589250047
75,1.4027570360715427
76,1.4027554600755234
77,1.402755440473591
78,1.4027532995044156
79,1.4027532380195251
80,1.4027526955921918
81,1.4027526117748481
82,1.402751506007235
83,1.402751315777981
84,1.4027506289689462
85,1.4027506289682783
86,1.402749107567754
87,1.4027490410754273
88,1.4027481741742336
89,1.4027481373276245
90,1.402747176464027
91,1.4027471239542926
92,1.4027462839884333
93,1.4027460720740634
94,1.4027455329045413
95,1.4027450669447958
96,1.4027440164046254
97,1.4027432818836514
98,1.4027431158386081
99,1.40274164167268
100,1.4027413791014403
101,1.4027407824686526
102,1.4027405924487806
103,1.4027398345309088
104,1.4027393037752411
105,1.4027383111677725
106,1.4027382944687996
107,1.4027369688499234
108,1.4027369254261717
109,1.4027354450789717
110,1.402735440767316
111,1.4027339997912978
112,1.4027339997850516
113,1.4027325269544775
114,1.4027321250428273
115,1.4027310514798228
116,1.40273100316519
117,1.4027296840475545
118,1.4027294738437364
119,1.4027285245906314
120,1.4027283896133393
121,1.4027268293014932
122,1.4027267866252016
123,1.402725918241512
124,1.402725878862617
125,1.4027251731819317
126,1.402725173181706
127,1.402724471346459
128,1.402723776113013
129,1.4027231579519808
130,1.4027214512802129
131,1.4027214078585875
132,1.4027204786528116
133,1.4027200631035417
134,1.402719613692045
135,1.4027192642440227
136,1.4027181142747214
137,1.4027176674236765
138,1.4027169094315608
139,1.4027162800032187
140,1.402715983271598
141,1.402715644277285
142,1.4027145740398363
143,1.4027140526707909
144,1.4027135982706829
145,1.4027132380082303
146,1.402712821378515
147,1.4027114780868963
148,1.4027109091667394
149,1.4027109085710494
150,1.4027098240069238
151,1.4027094692285678
152,1.4027089916838986
153,1.4027083431807992
154,1.4027076399819332
155,1.4027074277484524
156,1.4027067481792705
157,1.4027067440993526
158,1.4027060536495453
159,1.4027059758581883
160,1.4027052052953302
161,1.4027051935147794
162,1.4027047571687934
163,1.402704661736853
164,1.402704232615754
165,1.4027041461309961
166,1.4027037311384174
167,1.4027036855814419
168,1.4027035772843472
169,1.402703571248839
170,1.402703465083573
171,1.402703454165547
172,1.4027033999320153
173,1.4027033988144693
174,1.4027033139476635
175,1.402703312404246
176,1.4027032976422698
177,1.4027032733441696
178,1.4027031777024035
179,1.4027031479213898
180,1.4027030566503846
181,1.4027030558922866
182,1.4027027933643967
183,1.4027025587417266
184,1.40270241614667
185,1.4027022728395475
186,1.402701931229499
187,1.4027016907253393
188,1.402701290363269
189,1.4027005912907624
190,1.4027002346809683
191,1.4027001078326322
192,1.4026995982480615
193,1.4026991717026316
194,1.4026987003495557
195,1.4026982936897738
196,1.4026976362402261
197,1.4026974346050716
198,1.402696939535245
199,1.4026967229290852
200,1.4026958012675195
