method,R,T,A,role,status,source
port,1.6428735413293724e-06,0.9915440862125853,0.008454270913873407,primary,ok,dtn_auxiliary_port_amplitudes
probe_eh_fourier,5.217676346788215e-06,0.9862410614012685,0.013753720922384693,cross_check,ok,eh_fourier_orders
net_flux,0.007467315335724201,0.9862353524032487,0.006297332261027133,diagnostic,ok,sampled_poynting_flux
volume_absorption,,,0.008454270913871069,absorption_check,ok,volume_integral_Im_epsilon_E2
