case,set_name,lift_type,residual_before,residual_after,improvement,fe_fraction_after,aux_fraction_after,coarse_condition,regularization,notes
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_sign_flip,9.601334814717081e-07,9.623615741371129e-07,0.9976847655545655,0.9664775689305991,0.2567510637835785,1.1772963484577414,0.0,galerkin; direct dense coarse solve
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_sign_flip_minres,9.601334814717081e-07,9.60033553160597e-07,1.000104088352727,0.9664889935009623,0.2567080548823832,1.5807800056366823,0.0,minres; direct dense coarse solve
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_aux_sign_flip,9.601334814717081e-07,9.623615741371129e-07,0.9976847655545655,0.9664775689305991,0.2567510637835785,1.1772963484577414,0.0,galerkin; direct dense coarse solve
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_aux_sign_flip_minres,9.601334814717081e-07,9.60033553160597e-07,1.000104088352727,0.9664889935009623,0.2567080548823832,1.5807800056366823,0.0,minres; direct dense coarse solve
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,exact_lift_tiny10,9.601334814717081e-07,1.706566726011388e-06,0.5626111577340698,0.5434843917792465,0.8394192730050593,1.875937159215775,0.0,galerkin; direct dense coarse solve
task014a_tiny10_stage4_block_grating_p1_h5,top_bottom_xy,exact_lift_tiny10_minres,9.601334814717081e-07,9.274923791169992e-07,1.0351928523507485,1.0,5.01720644757363e-16,3.5273163391581828,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift_balanced,0.021465559540488233,0.031015637212007518,0.692088297066422,0.7073260306461515,0.7068874637241487,1.0000000000000167,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift_balanced_minres,0.021465559540488233,0.021465177586049287,1.0000177941429749,0.04292545498961632,0.9990782778711259,1.0000000000000162,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift_balanced_sign_flip,0.021465559540488233,0.0297208606213,0.722238827939745,0.7075618144511769,0.7066514549129285,1.0000000000000162,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_y,pfe_lift_balanced_sign_flip_minres,0.021465559540488233,0.021465193177433447,1.0000170677734768,0.042883314203139296,0.9990800875620306,1.0000000000000164,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift_balanced,0.021465559540488233,0.031015637212007473,0.692088297066423,0.707326030646151,0.7068874637241497,1.0453192445307669,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift_balanced_minres,0.021465559540488233,0.021465177586049235,1.0000177941429773,0.04292545498955849,0.9990782778711284,1.090527584061834,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift_balanced_sign_flip,0.021465559540488233,0.029720860621299958,0.722238827939746,0.7075618144511759,0.7066514549129295,1.043649171858389,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift_balanced_sign_flip_minres,0.021465559540488233,0.021465193177433384,1.0000170677734797,0.04288331420307537,0.9990800875620335,1.0911674547038976,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_balanced,0.021465559540488233,0.031015637210760894,0.6920882970942395,0.7073260306177448,0.7068874637525734,1.0453428928293622,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_balanced_minres,0.021465559540488233,0.021465177584150442,1.000017794231438,0.04292545293436121,0.99907827795943,1.0905280238480266,0.0,minres; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_balanced_sign_flip,0.021465559540488233,0.029720860619850444,0.7222388279749703,0.7075618144167424,0.7066514549474072,1.0436712009439135,0.0,galerkin; direct dense coarse solve
task014a_default100_stage4_block_grating_p1_h5,top_bottom_xy,pfe_lift_balanced_sign_flip_minres,0.021465559540488233,0.021465193175508636,1.0000170678631495,0.04288331211752536,0.9990800876515512,1.0911677154265456,0.0,minres; direct dense coarse solve
