case,gate_source_profile,best_default100_residual,best_default100_improvement,decision,notes
reduced_stage4_p2_h5,stage4_real_split_fgmres_fe_ams_lifted_zero_order_xy_minres_additive,0.02146563634620349,0.9999964219222753,not_allowed,"Default100 p=1 h=5 lifted coarse correction did not reach B gate, so p=2 h=5 remains closed."
