"case","profile","mode_id","port","diffraction_order_m","diffraction_order_n","polarization","is_propagating","is_near_cutoff","residual_norm","relative_to_total_residual","relative_to_aux_residual","notes"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_exact","26","top","-6","4","s","True","False","7.153173859993193e-06","3.579978938423393e-06","3.583341072430334e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_exact","333","top","6","-1","p","True","False","7.102993916713003e-06","3.554865171640918e-06","3.5582037200763253e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_exact","7","top","-7","1","p","True","False","7.077547139943006e-06","3.542129716489065e-06","3.545456304433197e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","177","top","0","0","y","True","False","1.9962302519401782","0.9990617309274042","0.9999999988553334","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","344","top","7","-2","s","True","False","2.3697089404424406e-05","1.1859781773828749e-05","1.1870919877237326e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","0","top","-7","-2","s","True","False","2.361954382349098e-05","1.1820972211536112e-05","1.1832073866979093e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","352","top","7","2","s","True","False","2.3532573507536963e-05","1.1777445812558903e-05","1.1788506590223351e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","8","top","-7","2","s","True","False","2.3421316806454597e-05","1.1721764704504062e-05","1.1732773189305855e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","189","top","0","6","p","True","False","1.9665164732164937e-05","9.841907514022588e-06","9.851150532631139e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","165","top","0","-6","p","True","False","1.955503612000149e-05","9.786790985362776e-06","9.795982241332902e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","163","top","0","-7","p","True","False","1.5657465046314347e-05","7.83615723481928e-06","7.843516554853304e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","191","top","0","7","p","True","False","1.489217739784915e-05","7.453150514031484e-06","7.4601501336474335e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","167","top","0","-5","p","True","False","1.4813212655689917e-05","7.413630698164971e-06","7.4205932027813196e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","321","top","5","3","p","True","False","1.3917294814152451e-05","6.965246936489573e-06","6.971788341898574e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","182","top","0","3","s","True","False","1.3581295333613924e-05","6.7970878665169225e-06","6.803471345486284e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","187","top","0","5","p","True","False","1.322464718776738e-05","6.61859467237001e-06","6.624810519616289e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","170","top","0","-3","s","True","False","1.2984725643645525e-05","6.49852013040563e-06","6.504623209753592e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","299","top","4","4","p","True","False","1.2245357649300946e-05","6.128485527681679e-06","6.134241089364603e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","185","top","0","4","p","True","False","1.2062375530966335e-05","6.036907699074752e-06","6.042577255522132e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","275","top","3","5","p","True","False","1.1868124682827928e-05","5.939690161976186e-06","5.945268416660854e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","222","top","2","-7","s","True","False","1.165502464261964e-05","5.8330390906259404e-06","5.83851718405267e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","186","top","0","5","s","True","False","1.141235185056408e-05","5.711587620063175e-06","5.716951652450331e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","166","top","0","-5","s","True","False","1.0922288683593149e-05","5.466323650447502e-06","5.47145734339772e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","323","top","5","4","p","True","False","1.0561321709206532e-05","5.28566899405813e-06","5.29063302534994e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","169","top","0","-4","p","True","False","1.0189213424866491e-05","5.099438399524324e-06","5.1042275325204235e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","33","top","-5","-3","p","True","False","9.969193333866183e-06","4.989324021315733e-06","4.994009740492366e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","301","top","4","5","p","True","False","9.586657208862389e-06","4.797874561606811e-06","4.802380481195187e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","45","top","-5","3","p","True","False","9.503409264388262e-06","4.756211113504251e-06","4.760677904902735e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","17","top","-6","-1","p","True","False","9.133976074549183e-06","4.571319334740784e-06","4.575612485191186e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","255","top","3","-5","p","True","False","9.095592367280584e-06","4.552109279695327e-06","4.556384389039773e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","10","top","-6","-4","s","True","False","8.761919161917543e-06","4.385114450421452e-06","4.389232726721866e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","130","top","-2","7","s","True","False","8.655102112114694e-06","4.331655273272487e-06","4.335723343434662e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","342","top","6","4","s","True","False","8.652929884761711e-06","4.330568129533868e-06","4.334635178705977e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","337","top","6","1","p","True","False","8.56712523080823e-06","4.28762511430951e-06","4.291651833587412e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","21","top","-6","1","p","True","False","8.361159535391796e-06","4.1845445984349435e-06","4.188474509738878e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","31","top","-5","-4","p","True","False","8.160337876192946e-06","4.084038539952002e-06","4.087874061081318e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","47","top","-5","4","p","True","False","7.71124000116025e-06","3.859276641894447e-06","3.86290107808893e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","343","top","6","4","p","True","False","7.453950997813454e-06","3.7305101347330586e-06","3.73401363997791e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","302","top","4","6","s","True","False","7.421611114458609e-06","3.7143248576032886e-06","3.71781316245965e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","339","top","6","2","p","True","False","7.413611718066018e-06","3.71032136612299e-06","3.713805911103921e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","26","top","-6","4","s","True","False","7.153173859993193e-06","3.579978938423393e-06","3.583341072430334e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","333","top","6","-1","p","True","False","7.102993916713003e-06","3.554865171640918e-06","3.5582037200763253e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_diag","7","top","-7","1","p","True","False","7.077547139943006e-06","3.542129716489065e-06","3.545456304433197e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","177","top","0","0","y","True","False","3.0249510337986774","0.07340194458569126","0.9857854523210804","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","531","bottom","0","0","y","True","False","0.5068821374766974","0.012299747715194752","0.16518516550611964","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","186","top","0","5","s","True","False","0.02899304296595464","0.0007035306388034594","0.009448390950800524","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","188","top","0","6","s","True","False","0.02304109434225939","0.0005591036387720808","0.007508741581060759","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","166","top","0","-5","s","True","False","0.021304963042356087","0.0005169755474261011","0.006942962842945204","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","402","bottom","-5","5","s","True","False","0.02127305431714504","0.0005162012663043336","0.006932564275575449","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","246","top","2","5","s","True","False","0.016188386191323217","0.0003928192598394172","0.00527554840579412","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","226","top","2","-5","s","True","False","0.01519903989282355","0.000368812278778525","0.004953135521264238","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","658","bottom","5","-5","s","True","False","0.01478483307535001","0.00035876134389610867","0.004818151830501856","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","164","top","0","-6","s","True","False","0.014679510276254651","0.00035620563367917365","0.004783828735024982","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","106","top","-2","-5","s","True","False","0.014476955828893566","0.0003512905490531218","0.004717819326845986","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","126","top","-2","5","s","True","False","0.014262741379875838","0.0003460925286750834","0.004648010101784426","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","500","bottom","-1","0","s","True","False","0.013429117132295616","0.0003258642207975403","0.004376344660993895","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","560","bottom","1","0","s","True","False","0.013425037258318107","0.0003257652206219118","0.004375015092227526","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","698","bottom","7","-2","s","True","False","0.013317935788422193","0.00032316635007144417","0.004340112355037427","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","576","bottom","2","-7","s","True","False","0.013001563985384096","0.0003154894305789936","0.0042370116048187035","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","529","bottom","0","-1","p","True","False","0.012679559052727205","0.00030767582038857704","0.004132075103486259","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","533","bottom","0","1","p","True","False","0.012662898978991905","0.00030727155539537603","0.00412664583929674","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","456","bottom","-2","-7","s","True","False","0.01212646768224189","0.00029425478260199014","0.003951831053008502","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","276","top","3","6","s","True","False","0.01198567210543204","0.00029083830775283236","0.0039059479197546027","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","196","top","1","-5","s","True","False","0.01177114321862931","0.00028563265738521323","0.0038360362242098344","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","136","top","-1","-5","s","True","False","0.011152031683976712","0.0002706096074081481","0.003634277208144608","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","484","bottom","-2","7","s","True","False","0.010801581422316828","0.00026210575713124084","0.0035200708074966626","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","706","bottom","7","2","s","True","False","0.01078206121858485","0.00026163208965807294","0.003513709470519527","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","604","bottom","2","7","s","True","False","0.01066188095804069","0.0002587158557335593","0.0034745445547318438","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","216","top","1","5","s","True","False","0.010586010804218077","0.0002568748286344853","0.003449819627594834","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","252","top","3","-6","s","True","False","0.010372752277224862","0.0002517000041808396","0.0033803219229561793","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","354","bottom","-7","-2","s","True","False","0.010350730872085104","0.0002511656438088181","0.003373145482549744","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","156","top","-1","5","s","True","False","0.01019885912972879","0.0002474804002818934","0.0033236527957059823","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","362","bottom","-7","2","s","True","False","0.009376141262666855","0.0002275167411637811","0.003055541578151556","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","380","bottom","-6","4","s","True","False","0.00873757306539778","0.00021202156557038705","0.0028474419321905934","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","678","bottom","5","5","s","True","False","0.008113653955323225","0.00019688185737942986","0.0026441162005458596","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","224","top","2","-6","s","True","False","0.008052260642653488","0.00019539211804673825","0.002624109055364529","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","401","bottom","-5","4","p","True","False","0.00800930806375181","0.0001943498523104912","0.002610111464346411","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","427","bottom","-4","5","p","True","False","0.00779389920923196","0.00018912284908760674","0.002539913000730239","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","76","top","-3","-6","s","True","False","0.007761353793738427","0.00018833311835878412","0.0025293069456983398","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","310","top","5","-2","s","True","False","0.007068136586621818","0.00017151185730229605","0.0023033980200863947","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","379","bottom","-6","3","p","True","False","0.007031886700013694","0.00017063223573542867","0.0022915847343613354","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","558","bottom","1","-1","s","True","False","0.006961173837494294","0.00016891635288041713","0.0022685404898810974","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_aux_schur_diag","502","bottom","-1","1","s","True","False","0.006958268328192916","0.0001688458492490029","0.002267593628669501","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","177","top","0","0","y","True","False","1.9962302519401782","0.9990617309274042","0.9999999988553334","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","344","top","7","-2","s","True","False","2.3697089404424406e-05","1.1859781773828749e-05","1.1870919877237326e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","0","top","-7","-2","s","True","False","2.361954382349098e-05","1.1820972211536112e-05","1.1832073866979093e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","352","top","7","2","s","True","False","2.3532573507536963e-05","1.1777445812558903e-05","1.1788506590223351e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","8","top","-7","2","s","True","False","2.3421316806454597e-05","1.1721764704504062e-05","1.1732773189305855e-05","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","189","top","0","6","p","True","False","1.9665164732164937e-05","9.841907514022588e-06","9.851150532631139e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","165","top","0","-6","p","True","False","1.955503612000149e-05","9.786790985362776e-06","9.795982241332902e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","163","top","0","-7","p","True","False","1.5657465046314347e-05","7.83615723481928e-06","7.843516554853304e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","191","top","0","7","p","True","False","1.489217739784915e-05","7.453150514031484e-06","7.4601501336474335e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","167","top","0","-5","p","True","False","1.4813212655689917e-05","7.413630698164971e-06","7.4205932027813196e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","321","top","5","3","p","True","False","1.3917294814152451e-05","6.965246936489573e-06","6.971788341898574e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","182","top","0","3","s","True","False","1.3581295333613924e-05","6.7970878665169225e-06","6.803471345486284e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","187","top","0","5","p","True","False","1.322464718776738e-05","6.61859467237001e-06","6.624810519616289e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","170","top","0","-3","s","True","False","1.2984725643645525e-05","6.49852013040563e-06","6.504623209753592e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","299","top","4","4","p","True","False","1.2245357649300946e-05","6.128485527681679e-06","6.134241089364603e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","185","top","0","4","p","True","False","1.2062375530966335e-05","6.036907699074752e-06","6.042577255522132e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","275","top","3","5","p","True","False","1.1868124682827928e-05","5.939690161976186e-06","5.945268416660854e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","222","top","2","-7","s","True","False","1.165502464261964e-05","5.8330390906259404e-06","5.83851718405267e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","186","top","0","5","s","True","False","1.141235185056408e-05","5.711587620063175e-06","5.716951652450331e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","166","top","0","-5","s","True","False","1.0922288683593149e-05","5.466323650447502e-06","5.47145734339772e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","323","top","5","4","p","True","False","1.0561321709206532e-05","5.28566899405813e-06","5.29063302534994e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","169","top","0","-4","p","True","False","1.0189213424866491e-05","5.099438399524324e-06","5.1042275325204235e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","33","top","-5","-3","p","True","False","9.969193333866183e-06","4.989324021315733e-06","4.994009740492366e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","301","top","4","5","p","True","False","9.586657208862389e-06","4.797874561606811e-06","4.802380481195187e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","45","top","-5","3","p","True","False","9.503409264388262e-06","4.756211113504251e-06","4.760677904902735e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","17","top","-6","-1","p","True","False","9.133976074549183e-06","4.571319334740784e-06","4.575612485191186e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","255","top","3","-5","p","True","False","9.095592367280584e-06","4.552109279695327e-06","4.556384389039773e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","10","top","-6","-4","s","True","False","8.761919161917543e-06","4.385114450421452e-06","4.389232726721866e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","130","top","-2","7","s","True","False","8.655102112114694e-06","4.331655273272487e-06","4.335723343434662e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","342","top","6","4","s","True","False","8.652929884761711e-06","4.330568129533868e-06","4.334635178705977e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","337","top","6","1","p","True","False","8.56712523080823e-06","4.28762511430951e-06","4.291651833587412e-06","auxiliary residual is one scalar complex residual per DtN mode"
"task014a_default100_stage4_block_grating_p1_h5","stage4_real_split_fgmres_fe_ams_modal_zero_order","21","top","-6","1","p","True","False","8.361159535391796e-06","4.1845445984349435e-06","4.188474509738878e-06","auxiliary residual is one scalar complex residual per DtN mode"
