degree,h_nm,cells,h1_degree,ksp_type,pc_type,pc_hypre_type,hypre_available,status,failure_reason,ksp_converged_reason,ksp_converged_reason_name,ksp_iterations,ksp_residual_norm,true_relative_residual_norm,matrix_rows,matrix_nnz_used,matrix_estimated_aij_memory_gb,gradient_rows,gradient_cols,gradient_nnz_used,setup_time_s,solve_time_s,elapsed_wall_s,peak_rss_per_rank_max_gb,rss_upper_gb
1,5.0,"[10, 5, 28]",2,fgmres,hypre,ams,True,completed,,2,CONVERGED_RTOL,4,3.547700936382688e-05,4.0339860322827845e-08,5183,145223.0,0.0027243010699748993,5183,13167,329229.0,0.9157237299999679,0.3915774390000024,2.5517966119999755,0.4957084655761719,0.9914169311523438
2,5.0,"[10, 5, 28]",3,fgmres,hypre,ams,True,completed,,2,CONVERGED_RTOL,7,0.0005323835252842971,4.0244411713016064e-07,37446,3558492.0,0.06642157956957817,37446,42160,4130291.0,17.11919920799994,12.093451801000015,34.396917761000054,3.464885711669922,6.929771423339844
