degree,h_nm,cells,h1_degree,ksp_type,pc_type,pc_hypre_type,hypre_available,status,failure_reason,ksp_converged_reason,ksp_converged_reason_name,ksp_iterations,ksp_residual_norm,true_relative_residual_norm,matrix_rows,matrix_nnz_used,matrix_estimated_aij_memory_gb,gradient_rows,gradient_cols,gradient_nnz_used,setup_time_s,solve_time_s,elapsed_wall_s,peak_rss_per_rank_max_gb,rss_upper_gb
1,10.0,"[5, 3, 14]",2,fgmres,hypre,ams,True,completed,,2,CONVERGED_RTOL,3,0.00020527462409184174,1.8962457516238405e-07,906,22590.0,0.00042415037751197815,906,2233,51126.0,0.10944875300003787,0.028943905000005543,1.39001357799998,0.21419525146484375,0.4283905029296875
