p,h_nm,profile_name,run_stage,mpi_ranks,ksp_type,pc_type,pc_asm_overlap,sub_ksp_type,sub_pc_type,sub_pc_factor_levels,sub_pc_factor_mat_solver_type,ksp_converged,ksp_converged_reason,ksp_converged_reason_text,ksp_iterations,ksp_initial_residual_norm,ksp_final_residual_norm,true_residual_norm,true_relative_residual_norm,residual_final_over_initial,setup_time_seconds,solve_time_seconds,elapsed_seconds,max_rss_mb,RSS_upper_GB,matrix_rows,nnz_used,estimated_AIJ_matrix_memory_GB,R_total_dtn_port_modal,T_total_dtn_port_modal,A_volume_total,R_plus_T_plus_A_volume,energy_closure_error_dtn_port_modal_volume,R_direct,T_direct,A_direct,abs_error_R,abs_error_T,abs_error_A,relative_error_R,relative_error_T,relative_error_A,status,case_status,failure_stage,returncode,stdout_tail,stderr_tail,result_dir,stdout_file,stderr_file,progress_file
2,4.0,iter_fgmres_asm1_ilu0,stageA_required,8,fgmres,asm,1,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,7.401954702139736,7.401954702139736,0.999989141948388,0.999989141948388,0.15161946404259652,39.65845971601084,51.7214897290105,467.95703125,3.655914306640625,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.999989141948388
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 7.401955e+00
  max RSS across ranks = 468.0 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 49.443
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140336",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140336,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu0_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu0_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140336/progress_3d.jsonl
2,5.0,iter_fgmres_asm1_ilu0,stageA_required,8,fgmres,asm,1,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,6.810364011224167,6.810364011224167,0.9999804077639205,0.9999804077639205,0.09077191399410367,18.88893961906433,26.61990122392308,369.96484375,2.890350341796875,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9999804077639205
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 6.810364e+00
  max RSS across ranks = 370.0 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 23.785
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140310",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140310,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu0_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu0_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140310/progress_3d.jsonl
2,4.0,iter_fgmres_asm2_ilu0,stageA_required,8,fgmres,asm,2,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,7.401873387149262,7.401873387149262,0.9999781564572814,0.9999781564572814,0.2527182400226593,45.94256875605788,58.14518718700856,510.20703125,3.985992431640625,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9999781564572814
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 7.401873e+00
  max RSS across ranks = 510.2 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 55.928
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140459",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140459,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_ilu0_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_ilu0_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140459/progress_3d.jsonl
2,5.0,iter_fgmres_asm2_ilu0,stageA_required,8,fgmres,asm,2,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,6.810224761488328,6.8102247614860305,0.9999599614251208,0.9999599614254581,0.18773605895694345,22.996763238101266,30.66118861490395,414.00390625,3.234405517578125,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9999599614251208
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 6.810225e+00
  max RSS across ranks = 414.0 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 28.152
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140428",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140428,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_ilu0_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_ilu0_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140428/progress_3d.jsonl
2,4.0,iter_fgmres_asm1_ilu1,stageA_required,8,fgmres,asm,1,preonly,ilu,1,,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,6.590068456037458,30.035434253702213,4.057726551437073,0.8903049486143192,0.12214923603460193,117.79275755293202,130.24470899102744,652.6640625,5.09893798828125,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 4.057726551437073
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 6.590068e+00
  max RSS across ranks = 652.7 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 127.750
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140703",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140703,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu1_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu1_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140703/progress_3d.jsonl
2,5.0,iter_fgmres_asm1_ilu1,stageA_required,8,fgmres,asm,1,preonly,ilu,1,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,23.62791906489699,23.628026267593746,3.4693539585820097,3.46933821777928,0.08395355602260679,57.98552298208233,65.49756962398533,463.57421875,3.621673583984375,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 3.4693539585820097
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 2.362792e+01
  max RSS across ranks = 463.6 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 63.123
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140557",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140557,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu1_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_ilu1_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140557/progress_3d.jsonl
2,4.0,iter_fgmres_asm1_lu,stageA_required,8,fgmres,asm,1,preonly,lu,,mumps,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,7.393431242607079,7.393431242607079,0.9988376397672101,0.9988376397672101,0.12201885902322829,88.27762728102971,100.08609356696252,675.53125,5.277587890625,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9988376397672101
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 7.393431e+00
  max RSS across ranks = 675.5 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 97.949
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140956",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140956,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_lu_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_lu_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_140956/progress_3d.jsonl
2,5.0,iter_fgmres_asm1_lu,stageA_required,8,fgmres,asm,1,preonly,lu,,mumps,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,6.801489883284782,6.801489883284782,0.9986774004561245,0.9986774004561245,0.08341658394783735,35.449956355965696,42.85862389393151,461.50390625,3.605499267578125,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9986774004561245
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 6.801490e+00
  max RSS across ranks = 461.5 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 40.357
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140913",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140913,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_lu_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm1_lu_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_140913/progress_3d.jsonl
2,4.0,iter_fgmres_asm2_lu,stageA_required,8,fgmres,asm,2,preonly,lu,,mumps,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,7.381683156498317,7.381683156498319,0.9972504970434052,0.997250497043405,0.2460886399494484,123.55226261401549,135.48030365002342,845.953125,6.6090087890625,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9972504970434052
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 7.381683e+00
  max RSS across ranks = 846.0 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 133.205
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141236",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141236,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_lu_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_lu_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141236/progress_3d.jsonl
2,5.0,iter_fgmres_asm2_lu,stageA_required,8,fgmres,asm,2,preonly,lu,,mumps,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,6.771509690405581,6.77150969040558,0.9942753442002803,0.9942753442002804,0.19101263501215726,52.986890766071156,60.20332364598289,583.6875,4.56005859375,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9942753442002803
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 6.771510e+00
  max RSS across ranks = 583.7 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 57.837
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141136",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141136,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_lu_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_140022/run_np8_iter_fgmres_asm2_lu_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141136/progress_3d.jsonl
2,4.0,iter_bicgstab_asm1_ilu0,stageA_bicgstab_fixed,8,bcgs,asm,1,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,162042.49428871094,7.402165337927756,1.0000175984182533,21891.613951123254,0.11217449593823403,55.15662376396358,67.15741920797154,451.19921875,3.524993896484375,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 1.0000175984182533
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = bcgs
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 1.620425e+05
  max RSS across ranks = 451.2 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 64.991
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141742",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141742,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_asm1_ilu0_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_asm1_ilu0_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141742/progress_3d.jsonl
2,5.0,iter_bicgstab_asm1_ilu0,stageA_bicgstab_fixed,8,bcgs,asm,1,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,40414.76916019987,9.627247744890427,1.4135895100046705,5934.187552661659,0.060653402004390955,26.582562063005753,45.85538276901934,372.62109375,2.911102294921875,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 1.4135895100046705
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = bcgs
  pc_type              = asm
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 4.041477e+04
  max RSS across ranks = 372.6 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 43.310
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141656",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141656,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_asm1_ilu0_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_asm1_ilu0_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141656/progress_3d.jsonl
2,4.0,iter_bicgstab_bjacobi_ilu0,stageA_bicgstab_fixed,8,bcgs,bjacobi,,preonly,ilu,0,,False,-4,DIVERGED_DTOL,5,7.402035073818602,287585268.3718699,7.402049942099607,1.0000020086747574,38852189.36466197,0.0005279569886624813,0.34762576792854816,11.87099609291181,417.2734375,3.25994873046875,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 1.0000020086747574
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = bcgs
  pc_type              = bjacobi
  pc factor solver    = None
  converged            = False
  converged reason     = -4
  reason name          = DIVERGED_DTOL
  iterations           = 5
  residual norm        = 2.875853e+08
  max RSS across ranks = 417.3 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 9.313
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141916",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141916,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_bjacobi_ilu0_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_bjacobi_ilu0_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_141916/progress_3d.jsonl
2,5.0,iter_bicgstab_bjacobi_ilu0,stageA_bicgstab_fixed,8,bcgs,bjacobi,,preonly,ilu,0,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,77073.42047745074,6.810107803569678,0.9999427882424989,11316.85623702037,0.00032740505412220955,20.209806836908683,26.995417934958823,338.94140625,2.647979736328125,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.9999427882424989
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = bcgs
  pc_type              = bjacobi
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 7.707342e+04
  max RSS across ranks = 338.9 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 24.782
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141849",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141849,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_bjacobi_ilu0_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_141654/run_np8_iter_bicgstab_bjacobi_ilu0_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_141849/progress_3d.jsonl
2,4.0,iter_fgmres_gamg,stageA_extra_gamg,8,fgmres,gamg,,,,,,False,-3,DIVERGED_MAX_IT,1000,7.402035073818602,1.157982272821527,1.1579822728215303,0.15644106806753405,0.1564410680675336,3.0043528999667615,65.0118370250566,79.7188780780416,957.64453125,7.481597900390625,98092,10608680.0,0.23785332590341568,,,,,,0.003554031430110215,0.5619170978701014,0.4345288706998287,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.15644106806753405
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = gamg
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 1.157982e+00
  max RSS across ranks = 957.6 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 77.527
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_142719",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_142719,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_142623/run_np8_iter_fgmres_gamg_h4p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_142623/run_np8_iter_fgmres_gamg_h4p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260706_142719/progress_3d.jsonl
2,5.0,iter_fgmres_gamg,stageA_extra_gamg,8,fgmres,gamg,,,,,,False,-3,DIVERGED_MAX_IT,1000,6.810497444097911,1.0513476542099818,1.0513476542099833,0.15437163919958571,0.15437163919958546,1.6557599519146606,31.551115741953254,53.273507810081355,661.92578125,5.171295166015625,44778,4896156.0,0.1097712442278862,,,,,,0.08902160293640748,0.4425882786570433,0.46839011840647865,,,,,,,failed,failed_not_converged,,0,"linear system true relative residual = 0.15437163919958571
WARNING: PETSc KSP did not converge.
Linear solve summary:
  method               = iterative_krylov
  ksp_type             = fgmres
  pc_type              = gamg
  pc factor solver    = None
  converged            = False
  converged reason     = -3
  reason name          = DIVERGED_MAX_IT
  iterations           = 1000
  residual norm        = 1.051348e+00
  max RSS across ranks = 661.9 MB
  official result      = False
  diagnostic only      = True
  validation role      = numerical_sanity_only
  physical benchmark  = False
  case status          = failed_not_converged
elapsed seconds = 50.514
3D case results: /work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_142626",,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_142626,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_142623/run_np8_iter_fgmres_gamg_h5p0_stdout.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/matrix_scale_20260706_142623/run_np8_iter_fgmres_gamg_h5p0_stderr.txt,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h5p0_np8_20260706_142626/progress_3d.jsonl
