case,p,h_nm,h1_degree_mode,profile,status,reason,iterations,true_relative_residual_norm,ksp_final_residual,rss_upper_gb,setup_time_s,solve_time_s,elapsed_wall_s,restart,max_it,inner_ksp_type,n_real,nnz_real,B_rows,B_nnz,G_rows,G_cols,G_nnz,H1_dofs,Pi_present,Pi_nnz,ams_setup_rss_before_gb,ams_setup_rss_after_gb,notes
fe_only_p2_h5_same,2,5.0,same,real_split_fgmres_blockdiag_ams_positive,not_converged,DIVERGED_MAX_IT,50,9.502038265284304e-06,0.012570015099071026,1.3224258422851562,4.84997800400015,39.50205916100094,44.37776415800181,40,50,preonly,74892,14233968.0,37446,3558492.0,37446,13167,1572090.0,13167,False,,1.0414505004882812,1.3224258422851562,FE-only real split qualification; no official R/T/A
fe_only_p2_h5_linear,2,5.0,linear,real_split_fgmres_blockdiag_ams_positive,not_converged,DIVERGED_MAX_IT,50,7.76387235884351e-05,0.1027063773616805,1.3224258422851562,0.4142473819993029,4.693056816002354,5.120593187999475,40,50,preonly,74892,14233968.0,37446,3558492.0,37446,1914,354855.0,1914,False,,1.3224258422851562,1.3224258422851562,FE-only real split qualification; no official R/T/A
