p,h_nm,mpi_ranks,solver_profile,side,order_m,order_n,polarization,power,amplitude_real,amplitude_imag,is_propagating
1,2.5,8,default,transmission,4,-6,p,6.6566730919464744e-15,-1.5036539035115733e-07,9.686366438072989e-08,True
1,2.5,8,default,transmission,4,-5,s,2.2639105098681633e-13,-6.237391050239839e-07,-2.803796720881912e-07,True
1,2.5,8,default,transmission,4,-5,p,8.937997530361391e-14,3.8003170210911047e-07,2.005267508823063e-07,True
1,2.5,8,default,transmission,4,-4,s,6.354433013400456e-13,-8.718803905044628e-07,5.02806502265584e-07,True
1,2.5,8,default,transmission,4,-4,p,2.855262480516711e-13,5.871855824021634e-07,-3.322405701221864e-07,True
1,2.5,8,default,transmission,4,-3,s,4.517653334036478e-12,2.3643889001428603e-06,8.2885768857619e-07,True
1,2.5,8,default,transmission,4,-3,p,1.4014731273723674e-12,-1.326459717607942e-06,-4.3344011951626807e-07,True
1,2.5,8,default,transmission,4,-2,s,3.060890451445588e-12,-8.845626686959888e-08,1.9800987603956987e-06,True
1,2.5,8,default,transmission,4,-2,p,5.138667308029988e-13,5.873461835220524e-09,-8.121004817230425e-07,True
1,2.5,8,default,transmission,4,-1,s,1.2436600193915982e-10,-2.322182892602925e-06,-1.2150112498218739e-05,True
1,2.5,8,default,transmission,4,-1,p,5.452976741356391e-12,5.274870164061383e-07,2.5359426745565914e-06,True
1,2.5,8,default,transmission,4,0,s,2.8164689176813734e-10,2.6915374946144528e-06,1.8294774262559877e-05,True
1,2.5,8,default,transmission,4,0,p,9.992581235613832e-30,3.081826991797444e-16,-3.469418092533734e-15,True
1,2.5,8,default,transmission,4,1,s,1.24366001929101e-10,-2.3221828977139663e-06,-1.2150112496732592e-05,True
1,2.5,8,default,transmission,4,1,p,5.452976733773017e-12,-5.27487019018802e-07,-2.5359426721735036e-06,True
1,2.5,8,default,transmission,4,2,s,3.060890434821164e-12,-8.845627594333171e-08,1.980098754602426e-06,True
1,2.5,8,default,transmission,4,2,p,5.138667351477349e-13,-5.87345652807614e-09,8.121004851947548e-07,True
1,2.5,8,default,transmission,4,3,s,4.517653344040328e-12,2.3643889053643576e-06,8.288576820667392e-07,True
1,2.5,8,default,transmission,4,3,p,1.4014731149063945e-12,1.32645970826209e-06,4.334401281358618e-07,True
1,2.5,8,default,transmission,4,4,s,6.354432886620207e-13,-8.718803812072886e-07,5.028064982893201e-07,True
1,2.5,8,default,transmission,4,4,p,2.855262431408629e-13,-5.871855738543882e-07,3.322405734476565e-07,True
1,2.5,8,default,transmission,4,5,s,2.263910620610212e-13,-6.237391207800879e-07,-2.803796778320853e-07,True
1,2.5,8,default,transmission,4,5,p,8.937998195234362e-14,-3.8003171953318065e-07,-2.0052675210681912e-07,True
1,2.5,8,default,transmission,4,6,s,5.792751059668177e-15,1.6042613576439728e-07,-4.5866332395945196e-08,True
1,2.5,8,default,transmission,4,6,p,6.656672402725701e-15,1.5036537913523014e-07,-9.686366469324762e-08,True
1,2.5,8,default,transmission,5,-5,s,3.135217267871315e-10,2.7273228939600894e-05,-1.958441883716171e-05,True
1,2.5,8,default,transmission,5,-5,p,2.098258630534239e-11,-7.478468840385628e-06,4.4184645417441135e-06,True
1,2.5,8,default,transmission,5,-4,s,2.989818833279875e-13,-7.284194153111966e-07,-2.949942204885338e-07,True
1,2.5,8,default,transmission,5,-4,p,1.4558094446136928e-13,4.943559003210529e-07,2.3736776309599723e-07,True
1,2.5,8,default,transmission,5,-3,s,4.605535600136734e-09,-4.9562336409543754e-05,-7.23915013418249e-05,True
1,2.5,8,default,transmission,5,-3,p,6.096171045848435e-10,1.7891357621759892e-05,2.6433231452554516e-05,True
1,2.5,8,default,transmission,5,-2,s,3.00575842198076e-13,-3.708286588483305e-07,-5.587233138023134e-07,True
1,2.5,8,default,transmission,5,-2,p,1.0359824043050058e-14,1.242408510469309e-07,7.958702960029321e-09,True
1,2.5,8,default,transmission,5,-1,s,1.0592051729143762e-09,2.419595553674824e-05,-3.020428390680347e-05,True
1,2.5,8,default,transmission,5,-1,p,2.2682193881142117e-11,-3.3816773913646693e-06,4.542846746346454e-06,True
1,2.5,8,default,transmission,5,0,s,1.636048232776103e-08,-0.00010698935254482627,0.00010623741436215817,True
1,2.5,8,default,transmission,5,0,p,1.708804794077096e-30,1.3304939469268856e-15,-7.772985606674172e-16,True
1,2.5,8,default,transmission,5,1,s,1.0592051729024183e-09,2.4195955515885464e-05,-3.0204283923236248e-05,True
1,2.5,8,default,transmission,5,1,p,2.2682193871496364e-11,3.381677387990351e-06,-4.542846747357095e-06,True
1,2.5,8,default,transmission,5,2,s,3.0057584092512706e-13,-3.708286592968574e-07,-5.5872331180035e-07,True
1,2.5,8,default,transmission,5,2,p,1.0359826164196534e-14,-1.242408635791903e-07,-7.95870668980893e-09,True
1,2.5,8,default,transmission,5,3,s,4.605535600398696e-09,-4.956233641201369e-05,-7.239150134315771e-05,True
1,2.5,8,default,transmission,5,3,p,6.096171038354587e-10,-1.7891357604352467e-05,-2.6433231440646835e-05,True
1,2.5,8,default,transmission,5,4,s,2.9898189369795935e-13,-7.284194305250539e-07,-2.9499421922994e-07,True
1,2.5,8,default,transmission,5,4,p,1.4558094978149519e-13,-4.943559092894909e-07,-2.3736776756744176e-07,True
1,2.5,8,default,transmission,5,5,s,3.1352172634890566e-10,2.7273228933570846e-05,-1.9584418805328278e-05,True
1,2.5,8,default,transmission,5,5,p,2.0982586353756903e-11,7.478468845272848e-06,-4.41846455317271e-06,True
1,2.5,8,default,transmission,6,-4,s,9.744110497678118e-15,1.744605731651995e-07,1.2803989473692246e-07,True
1,2.5,8,default,transmission,6,-4,p,3.2623803633492063e-15,-1.0588766918524934e-07,6.683541491668086e-08,True
1,2.5,8,default,transmission,6,-3,s,3.925551836352943e-14,-1.1162010549079111e-07,2.905806299599914e-07,True
1,2.5,8,default,transmission,6,-3,p,7.032121976205514e-15,8.691989666743395e-08,-9.900824475736198e-08,True
1,2.5,8,default,transmission,6,-2,s,4.124826557805478e-15,8.840871345286591e-08,2.0034906936368437e-08,True
1,2.5,8,default,transmission,6,-2,p,9.335217265982863e-16,-2.4654165829140246e-08,3.538274028375752e-08,True
1,2.5,8,default,transmission,6,-1,s,3.336908839675734e-12,-1.9203381036475066e-07,2.450722337166681e-06,True
1,2.5,8,default,transmission,6,-1,p,3.504654711616171e-14,-2.825441938168461e-09,-2.51910601441421e-07,True
1,2.5,8,default,transmission,6,0,s,7.605962834001665e-12,1.1623377444306519e-06,-3.469861827192069e-06,True
1,2.5,8,default,transmission,6,0,p,2.5598889139077838e-30,5.56499520304762e-16,2.0487115650654698e-15,True
1,2.5,8,default,transmission,6,1,s,3.3369088504861103e-12,-1.9203380437035022e-07,2.450722341630491e-06,True
1,2.5,8,default,transmission,6,1,p,3.504654681724236e-14,2.825437531336988e-09,2.519106004164139e-07,True
1,2.5,8,default,transmission,6,2,s,4.124826158992725e-15,8.84087094328818e-08,2.0034904847181274e-08,True
1,2.5,8,default,transmission,6,2,p,9.33522101701907e-16,2.4654180183985788e-08,-3.5382740841507384e-08,True
1,2.5,8,default,transmission,6,3,s,3.925552163199138e-14,-1.116201015434288e-07,2.905806453583001e-07,True
1,2.5,8,default,transmission,6,3,p,7.032122427422516e-15,-8.691990204011331e-08,9.900824566523384e-08,True
1,2.5,8,default,transmission,6,4,s,9.744110890487195e-15,1.7446058070183866e-07,1.2803989184004485e-07,True
1,2.5,8,default,transmission,6,4,p,3.262380662565279e-15,1.058876740940304e-07,-6.683541789780502e-08,True
1,2.5,8,default,transmission,7,-2,s,1.899850928310899e-14,-8.405118054133351e-08,3.3069471935274875e-07,True
1,2.5,8,default,transmission,7,-2,p,2.1783433406251808e-16,3.642880807975106e-08,-2.79984837201468e-09,True
1,2.5,8,default,transmission,7,-1,s,5.600104810911733e-09,-9.811580216587903e-05,0.00010252048985658942,True
1,2.5,8,default,transmission,7,-1,p,8.569800806829897e-12,3.747188145621064e-06,-4.095648527845236e-06,True
1,2.5,8,default,transmission,7,0,s,5.93351108600908e-09,5.68855221840503e-05,0.00012672721775160593,True
1,2.5,8,default,transmission,7,0,p,1.144553240837618e-28,6.748800149277397e-15,-1.8073789756759023e-14,True
1,2.5,8,default,transmission,7,1,s,5.600104811221032e-09,-9.811580217061298e-05,0.00010252048985748312,True
1,2.5,8,default,transmission,7,1,p,8.56980080489761e-12,-3.747188144722169e-06,4.0956485278194076e-06,True
1,2.5,8,default,transmission,7,2,s,1.8998509525613027e-14,-8.405117953960106e-08,3.3069472185425176e-07,True
1,2.5,8,default,transmission,7,2,p,2.178343408921045e-16,-3.6428808859363676e-08,2.7998457024494533e-09,True
1,2.0,8,default,reflection,-7,-2,s,1.5841166751361345e-14,-2.8329295508778323e-07,7.457407337904872e-08,True
1,2.0,8,default,reflection,-7,-2,p,1.694911488950437e-16,-2.4682662240617008e-08,1.7576940981072956e-08,True
1,2.0,8,default,reflection,-7,-1,s,4.388443824502806e-09,2.6485111926917697e-05,-0.00011844551424194404,True
1,2.0,8,default,reflection,-7,-1,p,8.289534255935876e-12,-1.0692200677015325e-06,5.1655066463026784e-06,True
1,2.0,8,default,reflection,-7,0,s,1.480130729322962e-08,1.2541298848204927e-05,0.00021236035305174908,True
1,2.0,8,default,reflection,-7,0,p,5.643633825568261e-28,1.2812899904778111e-14,-3.9513799985763513e-14,True
1,2.0,8,default,reflection,-7,1,s,4.388443824893773e-09,2.648511188467254e-05,-0.00011844551425693026,True
1,2.0,8,default,reflection,-7,1,p,8.289534218077702e-12,1.0692201297287055e-06,-5.165506621162753e-06,True
1,2.0,8,default,reflection,-7,2,s,1.5841166107071573e-14,-2.8329295873042025e-07,7.457403613974842e-08,True
1,2.0,8,default,reflection,-7,2,p,1.6949080762907717e-16,2.4682755713371427e-08,-1.7576757129627127e-08,True
1,2.0,8,default,reflection,-6,-4,s,2.1294698303234626e-13,9.603830930502828e-07,-9.38959929459638e-08,True
1,2.0,8,default,reflection,-6,-4,p,2.3777857850028887e-15,-4.267434101122205e-08,9.260794731510541e-08,True
1,2.0,8,default,reflection,-6,-3,s,5.1993990470389846e-14,3.1619464704009367e-07,1.5038128408015632e-07,True
1,2.0,8,default,reflection,-6,-3,p,3.1020610064068987e-15,1.0115052518906162e-10,-8.552284935762978e-08,True
1,2.0,8,default,reflection,-6,-2,s,4.6504831897569985e-15,3.460001701146088e-08,-8.795549998724455e-08,True
1,2.0,8,default,reflection,-6,-2,p,5.631437701238336e-16,1.3956905459097815e-08,2.978210966263852e-08,True
1,2.0,8,default,reflection,-6,-1,s,8.070851001181734e-13,1.1883792153767749e-06,-4.480930148726528e-08,True
1,2.0,8,default,reflection,-6,-1,p,1.13407481497084e-14,-1.4091200938769356e-07,4.02092648938052e-09,True
1,2.0,8,default,reflection,-6,0,s,1.567296719193042e-12,-1.6065487803342167e-06,3.026685181741065e-07,True
1,2.0,8,default,reflection,-6,0,p,1.6444814020023525e-28,2.006642104549133e-15,1.6625158687834214e-14,True
1,2.0,8,default,reflection,-6,1,s,8.070851203973284e-13,1.1883792299651787e-06,-4.4809311105772165e-08,True
1,2.0,8,default,reflection,-6,1,p,1.1340751576605578e-14,1.409120306603175e-07,-4.020927708726504e-09,True
1,2.0,8,default,reflection,-6,2,s,4.650481435985539e-15,3.459997882131803e-08,-8.795549585933841e-08,True
1,2.0,8,default,reflection,-6,2,p,5.631431182842019e-16,-1.3956911629211978e-08,-2.978208574926687e-08,True
1,2.0,8,default,reflection,-6,3,s,5.199399216751308e-14,3.16194647141391e-07,1.5038129717183847e-07,True
1,2.0,8,default,reflection,-6,3,p,3.1020596835982098e-15,-1.011372407696674e-10,8.55228311386028e-08,True
1,2.0,8,default,reflection,-6,4,s,2.1294696684168106e-13,9.603830514971926e-07,-9.389604096148855e-08,True
1,2.0,8,default,reflection,-6,4,p,2.377788330404607e-15,4.2674294686515714e-08,-9.26080287552457e-08,True
1,2.0,8,default,reflection,-5,-5,s,3.266245530608135e-10,-2.9583293979956668e-05,1.4873387699443216e-05,True
1,2.0,8,default,reflection,-5,-5,p,1.9551084899903558e-11,7.985216107965553e-06,-1.3652646772648917e-06,True
1,2.0,8,default,reflection,-5,-4,s,1.4592880380329327e-14,6.381400801471196e-08,1.5796483250246873e-07,True
1,2.0,8,default,reflection,-5,-4,p,9.925633209106145e-15,1.3867950815278292e-07,-2.258306242527954e-08,True
1,2.0,8,default,reflection,-5,-3,s,9.120250550521861e-11,1.1073495153445786e-05,-5.025894724934555e-06,True
1,2.0,8,default,reflection,-5,-3,p,1.3415375872057012e-11,-4.313665477279439e-06,1.7733832641606227e-06,True
1,2.0,8,default,reflection,-5,-2,s,7.943610768938548e-14,1.262709550609145e-07,-3.1582230447931167e-07,True
1,2.0,8,default,reflection,-5,-2,p,2.7874065276809196e-15,-1.808412274406182e-08,6.109377915909505e-08,True
1,2.0,8,default,reflection,-5,-1,s,7.877722904612174e-10,-1.101830762066214e-06,-3.293669988791847e-05,True
1,2.0,8,default,reflection,-5,-1,p,1.6770781561265005e-11,1.7941497662525141e-07,4.805036847692309e-06,True
1,2.0,8,default,reflection,-5,0,s,2.73705552795612e-09,1.0244614629267822e-05,6.003924895121458e-05,True
1,2.0,8,default,reflection,-5,0,p,8.351486104775121e-29,-1.802386797894022e-15,-1.0485376787268278e-14,True
1,2.0,8,default,reflection,-5,1,s,7.87772291779115e-10,-1.1018307571353305e-06,-3.293669991566485e-05,True
1,2.0,8,default,reflection,-5,1,p,1.6770781584428913e-11,-1.794149752180925e-07,-4.80503685106785e-06,True
1,2.0,8,default,reflection,-5,2,s,7.943612006470047e-14,1.2627093399337438e-07,-3.1582234143589803e-07,True
1,2.0,8,default,reflection,-5,2,p,2.7874090530283655e-15,1.80841401223703e-08,-6.109380411488827e-08,True
1,2.0,8,default,reflection,-5,3,s,9.120250608984664e-11,1.1073495189948774e-05,-5.025894738815081e-06,True
1,2.0,8,default,reflection,-5,3,p,1.3415375980407832e-11,4.313665495713444e-06,-1.773383268855346e-06,True
1,2.0,8,default,reflection,-5,4,s,1.4592880700286053e-14,6.381400838383103e-08,1.5796483436769812e-07,True
1,2.0,8,default,reflection,-5,4,p,9.925629073515522e-15,-1.3867948208976016e-07,2.2583040354719638e-08,True
1,2.0,8,default,reflection,-5,5,s,3.266245523619818e-10,-2.958329394514393e-05,1.4873387689827534e-05,True
1,2.0,8,default,reflection,-5,5,p,1.9551084852123874e-11,-7.985216093049652e-06,1.3652647057685618e-06,True
1,2.0,8,default,reflection,-4,-6,s,1.046375894067306e-13,6.762476225777473e-07,1.5407303414103384e-08,True
1,2.0,8,default,reflection,-4,-6,p,4.231909245291434e-15,4.285062467235616e-08,1.2910720765912885e-07,True
1,2.0,8,default,reflection,-4,-5,s,1.7862482908289168e-14,1.1723896210073869e-07,1.475918477686039e-07,True
1,2.0,8,default,reflection,-4,-5,p,1.9462059183270888e-15,-1.7507931604553085e-08,-5.970309437838822e-08,True
1,2.0,8,default,reflection,-4,-4,s,1.0825806124537795e-14,-1.6888597311357613e-09,-1.2948255375076002e-07,True
1,2.0,8,default,reflection,-4,-4,p,5.969363108318695e-15,6.038511089362955e-08,7.483219005324042e-08,True
1,2.0,8,default,reflection,-4,-3,s,3.745319245941693e-15,7.04032766551549e-08,-1.0935752876347297e-08,True
1,2.0,8,default,reflection,-4,-3,p,4.004780460592547e-15,-6.622246496817496e-08,3.2287110481220294e-08,True
1,2.0,8,default,reflection,-4,-2,s,9.725213087732336e-16,3.4753902281687924e-08,3.4805686035731556e-09,True
1,2.0,8,default,reflection,-4,-2,p,2.194564062901666e-15,-4.814088385543294e-08,-2.086517715937904e-08,True
1,2.0,8,default,reflection,-4,-1,s,3.4165654829807373e-13,-1.4050761578017283e-07,6.257088873673704e-07,True
1,2.0,8,default,reflection,-4,-1,p,1.6611137088516197e-14,7.795293966223024e-08,-1.1797568758807191e-07,True
1,2.0,8,default,reflection,-4,0,s,1.07480777203796e-12,1.0212964656186595e-07,-1.125420531219207e-06,True
1,2.0,8,default,reflection,-4,0,p,8.267197441731652e-29,-9.885005597618275e-15,-7.148321017169704e-16,True
1,2.0,8,default,reflection,-4,1,s,3.4165652479726713e-13,-1.4050761186611186e-07,6.257088656414929e-07,True
1,2.0,8,default,reflection,-4,1,p,1.661113792542874e-14,-7.795294431993216e-08,1.1797568877998452e-07,True
1,2.0,8,default,reflection,-4,2,s,9.725208419559405e-16,3.475389631939288e-08,3.4805440158458785e-09,True
1,2.0,8,default,reflection,-4,2,p,2.1945642636710833e-15,4.8140872183364984e-08,2.0865210124707876e-08,True
1,2.0,8,default,reflection,-4,3,s,3.745316234723219e-15,7.040325027680247e-08,-1.0935736096253631e-08,True
1,2.0,8,default,reflection,-4,3,p,4.004781183980409e-15,6.622246177826328e-08,-3.2287132207067433e-08,True
1,2.0,8,default,reflection,-4,4,s,1.0825811792586127e-14,-1.6888726913057869e-09,-1.2948258748395702e-07,True
1,2.0,8,default,reflection,-4,4,p,5.9693625381768115e-15,-6.038508862320163e-08,-7.483220212348157e-08,True
1,2.0,8,default,reflection,-4,5,s,1.7862484280488084e-14,1.1723896040122914e-07,1.4759185836468175e-07,True
1,2.0,8,default,reflection,-4,5,p,1.9462037530153337e-15,1.7507922631202767e-08,5.970306094144128e-08,True
1,2.0,8,default,reflection,-4,6,s,1.0463758911707586e-13,6.762476217624017e-07,1.5407298097772228e-08,True
1,2.0,8,default,reflection,-4,6,p,4.231907982405271e-15,-4.285067509976008e-08,-1.2910716953611727e-07,True
1,2.0,8,default,reflection,-3,-6,s,4.120485282646077e-15,6.715817606660191e-08,-7.214728230644926e-08,True
1,2.0,8,default,reflection,-3,-6,p,7.458012996515678e-14,3.1165381904665595e-07,-2.805708790785376e-07,True
1,2.0,8,default,reflection,-3,-5,s,3.7340763744450097e-11,7.202250658982131e-06,-2.9452378607927672e-06,True
1,2.0,8,default,reflection,-3,-5,p,4.909738070228858e-11,-8.499471706709064e-06,2.7145525309932505e-06,True
1,2.0,8,default,reflection,-3,-4,s,1.0831130735973546e-15,3.4167774835111666e-08,1.7336626562419985e-08,True
1,2.0,8,default,reflection,-3,-4,p,1.654445593960776e-14,-1.3648302536237422e-07,-6.161074532706038e-08,True
1,2.0,8,default,reflection,-3,-3,s,2.041401352922658e-10,-1.4987230090251437e-05,-4.941423401555758e-06,True
1,2.0,8,default,reflection,-3,-3,p,1.4199041544063012e-10,1.2347294897676864e-05,4.55645957934346e-06,True
1,2.0,8,default,reflection,-3,-2,s,7.296524427725159e-14,2.8228741169143216e-08,2.8763032626991394e-07,True
1,2.0,8,default,reflection,-3,-2,p,1.4898598692461003e-14,4.323637643253748e-08,-1.232315374877419e-07,True
1,2.0,8,default,reflection,-3,-1,s,8.406941935251095e-10,2.652766314690636e-05,-1.503166159987734e-05,True
1,2.0,8,default,reflection,-3,-1,p,7.408449489264813e-11,-7.85252494409315e-06,4.50144029875865e-06,True
1,2.0,8,default,reflection,-3,0,s,1.323662689828822e-09,-3.6173900732062424e-05,1.1796437313404504e-05,True
1,2.0,8,default,reflection,-3,0,p,1.2549897809597306e-28,-1.0955412176450672e-15,1.1664460861994435e-14,True
1,2.0,8,default,reflection,-3,1,s,8.406941923972381e-10,2.6527663119838285e-05,-1.5031661606159676e-05,True
1,2.0,8,default,reflection,-3,1,p,7.408449480003574e-11,7.852524935873715e-06,-4.501440301721338e-06,True
1,2.0,8,default,reflection,-3,2,s,7.296523272461497e-14,2.822870941674345e-08,2.8763030639649447e-07,True
1,2.0,8,default,reflection,-3,2,p,1.489860252828142e-14,-4.323637270780845e-08,1.232315566110958e-07,True
1,2.0,8,default,reflection,-3,3,s,2.041401360500412e-10,-1.4987230112400466e-05,-4.9414234279166466e-06,True
1,2.0,8,default,reflection,-3,3,p,1.4199041529343886e-10,-1.2347294886712329e-05,-4.556459589351561e-06,True
1,2.0,8,default,reflection,-3,4,s,1.0831140619568947e-15,3.4167797987291e-08,1.733661956722783e-08,True
1,2.0,8,default,reflection,-3,4,p,1.6544458437840493e-14,1.3648302918305646e-07,6.161076434207596e-08,True
1,2.0,8,default,reflection,-3,5,s,3.7340763541368803e-11,7.2022506397394e-06,-2.94523785194666e-06,True
1,2.0,8,default,reflection,-3,5,p,4.909738066565761e-11,8.499471698967688e-06,-2.7145525442918118e-06,True
1,2.0,8,default,reflection,-3,6,s,4.120485115265759e-15,6.715819081593347e-08,-7.214726584198192e-08,True
1,2.0,8,default,reflection,-3,6,p,7.458012659940602e-14,-3.116538008222927e-07,2.805708851794521e-07,True
1,2.0,8,default,reflection,-2,-7,s,1.1339986434321326e-15,-7.819607742803292e-08,-5.34534769687251e-09,True
1,2.0,8,default,reflection,-2,-7,p,1.0868938265058347e-14,-1.9265757074851444e-07,1.475237223942669e-07,True
1,2.0,8,default,reflection,-2,-6,s,6.065120677338722e-16,2.1538573495733832e-08,-2.6479564073666796e-08,True
1,2.0,8,default,reflection,-2,-6,p,4.395687874221049e-15,3.6800973054860095e-08,8.419959187561303e-08,True
1,2.0,8,default,reflection,-2,-5,s,1.543405536770591e-14,6.738222271069034e-08,-1.3393011788284858e-07,True
1,2.0,8,default,reflection,-2,-5,p,3.512816568545198e-14,-8.643263664353216e-08,2.090188538175033e-07,True
1,2.0,8,default,reflection,-2,-4,s,6.284310697999263e-16,2.804454593614509e-08,1.3485509861843297e-09,True
1,2.0,8,default,reflection,-2,-4,p,1.3419643118642903e-14,-1.2115377427321156e-07,-4.642846909868223e-08,True
1,2.0,8,default,reflection,-2,-3,s,2.9901865409718333e-14,-8.793711359993381e-08,1.6278106926975653e-07,True
1,2.0,8,default,reflection,-2,-3,p,5.585698450332328e-14,1.7606892951204372e-07,-1.8150167898138127e-07,True
1,2.0,8,default,reflection,-2,-2,s,1.2824855956935615e-13,-3.0652787603339274e-07,2.1166802285750771e-07,True
1,2.0,8,default,reflection,-2,-2,p,9.320958569915315e-14,2.69186440436176e-07,-1.6849271847556785e-07,True
1,2.0,8,default,reflection,-2,-1,s,5.101270838768229e-12,9.132400532830955e-07,-2.1252966978804395e-06,True
1,2.0,8,default,reflection,-2,-1,p,1.106204504982632e-12,-4.441752063383243e-07,9.813476737292973e-07,True
1,2.0,8,default,reflection,-2,0,s,1.33584611522521e-11,-1.110652767754617e-06,3.5553027056994095e-06,True
1,2.0,8,default,reflection,-2,0,p,1.6066722611165484e-29,-2.281872911525747e-15,3.3881422757484076e-15,True
1,2.0,8,default,reflection,-2,1,s,5.101270749185181e-12,9.132400654576986e-07,-2.125296670542298e-06,True
1,2.0,8,default,reflection,-2,1,p,1.1062044863121442e-12,4.441752016439204e-07,-9.813476658759016e-07,True
1,2.0,8,default,reflection,-2,2,s,1.2824853687029025e-13,-3.0652783013460465e-07,2.116680313106571e-07,True
1,2.0,8,default,reflection,-2,2,p,9.320957724448285e-14,-2.6918643918754605e-07,1.6849269332440072e-07,True
1,2.0,8,default,reflection,-2,3,s,2.990186902548609e-14,-8.793710842574226e-08,1.6278108477896625e-07,True
1,2.0,8,default,reflection,-2,3,p,5.585698141781388e-14,-1.7606893130939003e-07,1.8150166750739017e-07,True
1,2.0,8,default,reflection,-2,4,s,6.284309855582196e-16,2.8044544843863222e-08,1.3485345205575853e-09,True
1,2.0,8,default,reflection,-2,4,p,1.3419639999509683e-14,1.2115376214169033e-07,4.6428458618717404e-08,True
1,2.0,8,default,reflection,-2,5,s,1.5434054190527537e-14,6.738223198925371e-08,-1.3393010681430105e-07,True
1,2.0,8,default,reflection,-2,5,p,3.5128177211142816e-14,8.643269443936019e-08,-2.0901887007138207e-07,True
1,2.0,8,default,reflection,-2,6,s,6.065122609390689e-16,2.15385677747241e-08,-2.647957573514139e-08,True
1,2.0,8,default,reflection,-2,6,p,4.395687756695862e-15,-3.680099894607036e-08,-8.419957921875873e-08,True
1,2.0,8,default,reflection,-2,7,s,1.1339975427198255e-15,-7.819604009135418e-08,-5.345336124620601e-09,True
1,2.0,8,default,reflection,-2,7,p,1.0868929663545933e-14,1.9265749482174255e-07,-1.4752366362012734e-07,True
1,2.0,8,default,reflection,-1,-7,s,9.918616675870835e-11,4.000341289392253e-06,-1.7802752544133244e-05,True
1,2.0,8,default,reflection,-1,-7,p,2.066518963182262e-10,-2.0268914599847707e-06,2.6259577056706442e-05,True
1,2.0,8,default,reflection,-1,-6,s,1.0947766646697121e-14,1.3657452214160713e-07,2.3046512076554253e-08,True
1,2.0,8,default,reflection,-1,-6,p,3.3728030482889944e-13,-7.269059605519157e-07,-2.502460556028993e-07,True
1,2.0,8,default,reflection,-1,-5,s,3.244823558296398e-11,-2.7865568543512167e-07,-6.682529705517246e-06,True
1,2.0,8,default,reflection,-1,-5,p,4.0424005519577703e-10,1.1105036781799917e-06,2.358094623152381e-05,True
1,2.0,8,default,reflection,-1,-4,s,1.8141050908571743e-14,5.0814104339032767e-08,1.3876028520683884e-07,True
1,2.0,8,default,reflection,-1,-4,p,1.4349519430412076e-13,1.276601847385585e-07,-3.9551092116448044e-07,True
1,2.0,8,default,reflection,-1,-3,s,6.100072203199143e-11,6.9473628514755885e-06,-4.380729215225229e-06,True
1,2.0,8,default,reflection,-1,-3,p,3.820715468384965e-10,-1.7053984735009038e-05,1.1474715786686474e-05,True
1,2.0,8,default,reflection,-1,-2,s,1.263476160473777e-12,2.990771529254136e-07,-1.111690254592714e-06,True
1,2.0,8,default,reflection,-1,-2,p,4.573178792774622e-12,-6.400765331314801e-07,2.09457921470957e-06,True
1,2.0,8,default,reflection,-1,-1,s,2.1784881376104643e-08,-2.638276620568704e-05,-0.00014661873971343102,True
1,2.0,8,default,reflection,-1,-1,p,2.0923112075888965e-08,2.572223436659092e-05,0.00014371344395612792,True
1,2.0,8,default,reflection,-1,0,s,1.3779924457060985e-07,7.488055971040044e-05,0.00036532898961760184,True
1,2.0,8,default,reflection,-1,0,p,8.57783004894438e-29,9.29079051734104e-15,5.020119090709772e-16,True
1,2.0,8,default,reflection,-1,1,s,2.1784881382649514e-08,-2.6382766236704192e-05,-0.00014661873973058736,True
1,2.0,8,default,reflection,-1,1,p,2.092311208732388e-08,-2.57222343551335e-05,-0.00014371344399870785,True
1,2.0,8,default,reflection,-1,2,s,1.263476160893392e-12,2.990771442576776e-07,-1.1116902571225517e-06,True
1,2.0,8,default,reflection,-1,2,p,4.573178868914303e-12,6.400765242515469e-07,-2.0945792364879607e-06,True
1,2.0,8,default,reflection,-1,3,s,6.100072190384271e-11,6.947362846665686e-06,-4.380729206678836e-06,True
1,2.0,8,default,reflection,-1,3,p,3.8207154638844924e-10,1.7053984715367587e-05,-1.1474715794192232e-05,True
1,2.0,8,default,reflection,-1,4,s,1.8141051436420612e-14,5.081408463427816e-08,1.387602947121999e-07,True
1,2.0,8,default,reflection,-1,4,p,1.4349519178076538e-13,-1.2766018388219452e-07,3.9551091760107614e-07,True
1,2.0,8,default,reflection,-1,5,s,3.244823574940308e-11,-2.7865569903646704e-07,-6.6825297221184745e-06,True
1,2.0,8,default,reflection,-1,5,p,4.04240055224738e-10,-1.1105036847146252e-06,-2.3580946232062656e-05,True
1,2.0,8,default,reflection,-1,6,s,1.0947769211652097e-14,1.3657453795882084e-07,2.304651585384128e-08,True
1,2.0,8,default,reflection,-1,6,p,3.372803068668281e-13,7.269059663833697e-07,2.502460457989875e-07,True
1,2.0,8,default,reflection,-1,7,s,9.918616674342941e-11,4.000341284349396e-06,-1.780275254382596e-05,True
1,2.0,8,default,reflection,-1,7,p,2.0665189611236648e-10,2.026891431282329e-06,-2.625957704576451e-05,True
1,2.0,8,default,reflection,0,-7,s,2.329255953406724e-28,2.668612425057416e-14,9.108147784303425e-17,True
1,2.0,8,default,reflection,0,-7,p,1.3008941503809799e-09,2.0710223869832282e-05,-5.956929382171175e-05,True
