p,h_nm,R_70,R_150,delta_R,T_70,T_150,delta_T,A_70,A_150,delta_A,matrix_GB_70,matrix_GB_150,matrix_reduction_fraction,note
1,5.0,0.002620724188022062,0.021128718561165154,-0.018507994373143093,0.9699128964133644,0.9052527432872213,0.06466015312614315,0.027466379398617697,0.07361853815159941,-0.04615215875298172,0.037111274898052216,0.05277394503355026,0.2967879343782378,150nm_p1_h5_rerun_in_task006
2,5.0,0.0007079669153431053,0.00019604158394562868,0.0005119253313974766,0.9646033456193014,0.9054206822313682,0.05918266338793321,0.034688687465344065,0.09438327618468986,-0.0596945887193458,0.4213493838906288,0.7987266555428505,0.47247361664140175,A_150_from_task005_raw_result
