domain_height_nm,p,h_nm,mpi_ranks,solver_profile,status,R_total,T_total,A_volume_total,R_plus_T,R_plus_T_plus_A_volume,energy_closure_error_port_volume,R_change_vs_previous_h,T_change_vs_previous_h,A_change_vs_previous_h,R_change_vs_finest_available,T_change_vs_finest_available,A_change_vs_finest_available,matrix_memory_GB,RSS_upper_GB,elapsed_s,note
70.0,1,5.0,8,default,completed,0.002620724188022062,0.9699128964133644,0.027466379398617697,0.9725336206013865,1.0000000000000042,4.218847493575595e-15,,,,0.002613747906138422,0.0035559183238677017,-0.006169666229987072,0.037111274898052216,3.2210693359375,18.081619233998936,
70.0,1,4.0,8,default,completed,0.004930776404598926,0.9661834855493118,0.028885738046084457,0.9711142619539107,0.9999999999999951,-4.884981308350689e-15,0.002310052216576864,-0.0037294108640526513,0.0014193586474667598,0.004923800122715286,-0.00017349254018494964,-0.004750307582520312,0.07577123492956161,6.500946044921875,17.305350107024424,
70.0,1,3.0,8,default,completed,0.0014020027735575334,0.9672190936371617,0.0313789035892882,0.9686210964107193,1.0000000000000075,7.549516567451064e-15,-0.0035287736310413926,0.0010356080878499707,0.0024931655432037444,0.0013950264916738936,0.0008621155476650211,-0.0022571420393165675,0.14378800243139267,10.658447265625,43.925517299969215,
70.0,1,2.5,8,default,completed,0.0006617186007147876,0.9671956663828667,0.03214261501640983,0.9678573849835814,0.9999999999999912,-8.770761894538737e-15,-0.0007402841728427458,-2.342725429504977e-05,0.00076371142712163,0.0006547423188311477,0.0008386882933699713,-0.0014934306121949376,0.1984270140528679,17.38592529296875,87.06230155896628,
70.0,1,2.0,8,default,completed,6.976281883639883e-06,0.9663569780894967,0.03363604562860477,0.9663639543713803,0.9999999999999851,-1.4876988529977098e-14,-0.0006547423188311477,-0.0008386882933699713,0.0014934306121949376,0.0,0.0,0.0,0.3630913719534874,19.0118408203125,565.2979242880247,finest_completed_default_direct
70.0,2,5.0,8,default,completed,0.0007079669153431053,0.9646033456193014,0.034688687465344065,0.9653113125346445,0.9999999999999886,-1.1435297153639112e-14,,,,0.0007069662926005077,0.0007486378602361565,-0.0014556041528985472,0.4213493838906288,16.677276611328125,135.47762242198223,
70.0,2,4.0,8,default,completed,1.0006227425976153e-06,0.9638547077590652,0.03614429161824261,0.9638557083818078,1.0000000000000504,5.040412531798211e-14,-0.0007069662926005077,-0.0007486378602361565,0.0014556041528985472,0.0,0.0,0.0,0.9720260426402092,31.673492431640625,1800.523346837028,finest_completed_default_direct
