auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
15,top,outgoing_up,air,-6,-2,-6,-2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.1541708255783649e-08+6.0572694526686459e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.1541708255783649e-08+6.0572694526686459e-09j,-3.8948672055607042e-01+9.2103208115161628e-01j,2.8112698136332859e-09-2.2199830401029743e-08j,1.3033564698188821e-12,2.606712939637765e-16,dtn_port_modal_amplitudes,2.606712939637765e-16,0.0
16,top,outgoing_up,air,-6,-1,-6,-1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.7313918872377359e-07+2.8758433568485720e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.7313918872377359e-07+2.8758433568485720e-07j,-9.7402708549712580e-01-2.2643152765896971e-01j,-4.9313493311689221e-07-4.0989171438569513e-07j,1.1732977113288357e-09,2.346595422657672e-13,dtn_port_modal_amplitudes,2.346595422657672e-13,0.0
17,top,outgoing_up,air,-6,-1,-6,-1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.0890140619227766e-08-5.6680023635201541e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.0890140619227766e-08-5.6680023635201541e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,2.6993960153448863e-08+6.4466695233905392e-08j,1.3937785298849345e-11,2.7875570597698696e-15,dtn_port_modal_amplitudes,2.7875570597698696e-15,0.0
18,top,outgoing_up,air,-6,0,-6,0,s,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.0227196183275510e-06-4.3029997301280136e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0227196183275510e-06-4.3029997301280136e-07j,-7.8490829720534228e-01-6.1961194709125000e-01j,5.3612211002820142e-07+9.7143531314533668e-07j,3.6098086430537057e-09,7.219617286107413e-13,dtn_port_modal_amplitudes,7.219617286107413e-13,0.0
19,top,outgoing_up,air,-6,0,-6,0,p,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.3376480242707891e-14-1.5733891051397068e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,2.3376480242707891e-14-1.5733891051397068e-14j,-7.8490829720534228e-01-6.1961194709125000e-01j,-2.8097300171635908e-14-2.1346848057579290e-15j,2.3281710496400054e-24,4.656342099280012e-28,dtn_port_modal_amplitudes,4.656342099280012e-28,0.0
20,top,outgoing_up,air,-6,1,-6,1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.7313914701784496e-07+2.8758428712403027e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.7313914701784496e-07+2.8758428712403027e-07j,-9.7402708549712580e-01-2.2643152765896971e-01j,-4.9313490348989026e-07-4.0989165764259726e-07j,1.1732974952203392e-09,2.346594990440679e-13,dtn_port_modal_amplitudes,2.346594990440679e-13,0.0
21,top,outgoing_up,air,-6,1,-6,1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.0890147051577009e-08+5.6680041991149792e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,4.0890147051577009e-08+5.6680041991149792e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,-2.6993962262365846e-08-6.4466714569582831e-08j,1.3937792737287119e-11,2.787558547457424e-15,dtn_port_modal_amplitudes,2.787558547457424e-15,0.0
22,top,outgoing_up,air,-6,2,-6,2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.6952674163289379e-08+6.7286280661310923e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.6952674163289379e-08+6.7286280661310923e-08j,-3.8948672055607042e-01+9.2103208115161628e-01j,-4.7580247234802340e-08-6.0241711181921318e-08j,1.5338643058567845e-11,3.0677286117135697e-15,dtn_port_modal_amplitudes,3.0677286117135697e-15,0.0
23,top,outgoing_up,air,-6,2,-6,2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.1541686578778795e-08-6.0572524743853964e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,2.1541686578778795e-08-6.0572524743853964e-09j,-3.8948672055607042e-01+9.2103208115161628e-01j,-2.8112770082713099e-09+2.2199803822996985e-08j,1.3033535035662542e-12,2.606707007132509e-16,dtn_port_modal_amplitudes,2.606707007132509e-16,0.0
24,top,outgoing_up,air,-6,3,-6,3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.9865455415268067e-08-2.3413600680048673e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.9865455415268067e-08-2.3413600680048673e-07j,7.4995831046452544e-01-6.6148509625326746e-01j,-2.2227282410713523e-07-1.1614758465379137e-07j,1.3337510457988706e-10,2.6675020915977415e-14,dtn_port_modal_amplitudes,2.6675020915977415e-14,0.0
25,top,outgoing_up,air,-6,3,-6,3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.4338968856658915e-08-1.1156417530405286e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.4338968856658915e-08-1.1156417530405286e-07j,7.4995831046452544e-01-6.6148509625326746e-01j,-1.2204958362018745e-07-4.1109211412412618e-08j,3.5172144818158376e-11,7.034428963631676e-15,dtn_port_modal_amplitudes,7.034428963631676e-15,0.0
26,top,outgoing_up,air,-6,4,-6,4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.8886830472517657e-07+6.4927199347370611e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.8886830472517657e-07+6.4927199347370611e-08j,9.9469008590626495e-01+1.0291565964316193e-01j,-3.9348547298292721e-07+2.4561803401379610e-08j,1.7773262312554238e-10,3.554652462510848e-14,dtn_port_modal_amplitudes,3.554652462510848e-14,0.0
27,top,outgoing_up,air,-6,4,-6,4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.7393472087430358e-08+9.3406043895395134e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.7393472087430358e-08+9.3406043895395134e-08j,9.9469008590626495e-01+1.0291565964316193e-01j,-6.6701662303257650e-08+8.7003378787385651e-08j,1.3742898274660098e-11,2.74857965493202e-15,dtn_port_modal_amplitudes,2.74857965493202e-15,0.0
28,top,outgoing_up,air,-5,-5,-5,-5,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.3137522907349112e-05-1.6807835925509501e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3137522907349112e-05-1.6807835925509501e-05j,-4.4861738743632412e-01+8.9372391692838071e-01j,2.0915286162515727e-05-4.2010309901319136e-06j,6.778896065501505e-07,1.3557792131003013e-10,dtn_port_modal_amplitudes,1.3557792131003013e-10,0.0
29,top,outgoing_up,air,-5,-5,-5,-5,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.5118360999162607e-06+4.7139839674086443e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,3.5118360999162607e-06+4.7139839674086443e-06j,-4.4861738743632412e-01+8.9372391692838071e-01j,-5.7884709519390443e-06+1.0238367429520645e-06j,5.147075375309425e-08,1.0294150750618852e-11,dtn_port_modal_amplitudes,1.0294150750618852e-11,0.0
30,top,outgoing_up,air,-5,-4,-5,-4,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.0070138864454710e-07+5.8543688693995168e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.0070138864454710e-07+5.8543688693995168e-08j,9.7100924635078481e-02+9.9527454023249928e-01j,-7.7755333261360368e-08-1.9406833600349066e-07j,1.098758077909144e-10,2.1975161558182886e-14,dtn_port_modal_amplitudes,2.1975161558182886e-14,0.0
31,top,outgoing_up,air,-5,-4,-5,-4,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.9552590495235080e-08+8.0363089395289890e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.9552590495235080e-08+8.0363089395289890e-08j,9.7100924635078481e-02+9.9527454023249928e-01j,-7.3229716001708085e-08+7.7027252813938516e-08j,2.8395769000536514e-11,5.679153800107304e-15,dtn_port_modal_amplitudes,5.679153800107304e-15,0.0
32,top,outgoing_up,air,-5,-3,-5,-3,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.2151711759112511e-06+1.1124005105536915e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,3.2151711759112511e-06+1.1124005105536915e-06j,-5.6512332570259845e-02-9.9840190117380501e-01j,9.2892596184010692e-07-3.2728973622327481e-06j,3.569223398664635e-08,7.138446797329271e-12,dtn_port_modal_amplitudes,7.138446797329271e-12,0.0
33,top,outgoing_up,air,-5,-3,-5,-3,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.1568373727221332e-06-3.8441149439349832e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1568373727221332e-06-3.8441149439349832e-07j,-5.6512332570259845e-02-9.9840190117380501e-01j,-3.1842158849855338e-07+1.1767126224896834e-06j,4.5824068697554536e-09,9.164813739510909e-13,dtn_port_modal_amplitudes,9.164813739510909e-13,0.0
34,top,outgoing_up,air,-5,-2,-5,-2,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.8565940383922021e-07+5.0743490894546861e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,3.8565940383922021e-07+5.0743490894546861e-08j,9.4763140690420844e-01+3.1936611693908690e-01j,3.4925721179907319e-07+1.7125267193280528e-07j,5.194711733254987e-10,1.0389423466509976e-13,dtn_port_modal_amplitudes,1.0389423466509976e-13,0.0
35,top,outgoing_up,air,-5,-2,-5,-2,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.0839299074950070e-08-1.9419109434577568e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.0839299074950070e-08-1.9419109434577568e-09j,9.4763140690420844e-01+3.1936611693908690e-01j,-6.6509364089049315e-08-2.4463887671685008e-08j,1.724146183844929e-11,3.448292367689859e-15,dtn_port_modal_amplitudes,3.448292367689859e-15,0.0
36,top,outgoing_up,air,-5,-1,-5,-1,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.9653503716816049e-05-4.4794424622278066e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,3.9653503716816049e-05-4.4794424622278066e-05j,1.6368469478040518e-01+9.8651270680850611e-01j,5.0680940736913827e-05+3.1786523563955906e-05j,1.2980138024176055e-05,2.5960276048352117e-09,dtn_port_modal_amplitudes,2.5960276048352117e-09,0.0
37,top,outgoing_up,air,-5,-1,-5,-1,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.7757721489876286e-06+6.5214370659191943e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.7757721489876286e-06+6.5214370659191943e-06j,1.6368469478040518e-01+9.8651270680850611e-01j,-7.3788860335094711e-06-4.6304131809423628e-06j,2.752338346921349e-07,5.504676693842699e-11,dtn_port_modal_amplitudes,5.504676693842699e-11,0.0
38,top,outgoing_up,air,-5,0,-5,0,s,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.4009610290537003e-05+8.3096816471292775e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.4009610290537003e-05+8.3096816471292775e-05j,-1.8237907681107474e-01+9.8322829106039256e-01j,-7.1852917987914216e-05-6.8258897500776181e-05j,3.623466730505691e-05,7.246933461011383e-09,dtn_port_modal_amplitudes,7.246933461011383e-09,0.0
39,top,outgoing_up,air,-5,0,-5,0,p,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.4870371546587526e-15-4.7527846028309937e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,8.4870371546587526e-15-4.7527846028309937e-15j,-1.8237907681107474e-01+9.8322829106039256e-01j,3.1252142816917108e-15+9.2115035058873889e-15j,3.4905699695241417e-25,6.981139939048285e-29,dtn_port_modal_amplitudes,6.981139939048285e-29,0.0
