p,h_nm,case,mode_set,solver_label,solver_family,rtol,max_it,restart,rhs_count,max_fe_relative_residual,mean_fe_relative_residual,total_iterations,status,time_s,rss_gb,one_shot_residual_after,improvement,notes
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_gcrotmk_diag_rtol_0.01_maxit_1_top_bottom_y,gcrotmk,0.01,1,40,2,0.27265209243644256,0.27265119004317295,2,not_converged,6.555495970998891,2.2061309814453125,0.01637262611788445,1.0008202329471418,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=1', 'iterations': 1, 'time_s': 2.8622161349921953, 'relative_residual': 0.27265209243644256}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=1', 'iterations': 1, 'time_s': 2.9457291969738435, 'relative_residual': 0.2726502876499034}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_gcrotmk_diag_rtol_0.01_maxit_2_top_bottom_y,gcrotmk,0.01,2,40,2,0.26169007724118515,0.26157025915605425,4,not_converged,12.332968944014283,2.341876983642578,0.016369518176887858,1.001010250160757,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=2', 'iterations': 2, 'time_s': 5.739903701003641, 'relative_residual': 0.26169007724118515}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=2', 'iterations': 2, 'time_s': 5.824956080003176, 'relative_residual': 0.2614504410709234}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_gcrotmk_diag_rtol_0.01_maxit_4_top_bottom_y,gcrotmk,0.01,4,40,2,0.2550342168272233,0.25489359598346384,8,not_converged,22.581275882024784,2.341876983642578,0.0163689037976489,1.0010478213948046,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=4', 'iterations': 4, 'time_s': 10.93746749998536, 'relative_residual': 0.2550342168272233}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=4', 'iterations': 4, 'time_s': 10.937135571002727, 'relative_residual': 0.2547529751397044}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_gcrotmk_diag_rtol_0.01_maxit_8_top_bottom_y,gcrotmk,0.01,8,40,2,0.2244291702618774,0.2237592840688593,16,not_converged,41.880702711001504,2.341876983642578,0.01635891753887582,1.001658908440443,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=8', 'iterations': 8, 'time_s': 20.624985288013704, 'relative_residual': 0.2244291702618774}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=8', 'iterations': 8, 'time_s': 20.27101388000301, 'relative_residual': 0.2230893978758412}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_gcrotmk_diag_rtol_0.01_maxit_16_top_bottom_y,gcrotmk,0.01,16,40,2,0.22125011334659447,0.20679232797058877,32,not_converged,75.26111995300744,2.341876983642578,0.01635705295598139,1.0017730901375834,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=16', 'iterations': 16, 'time_s': 37.33822164699086, 'relative_residual': 0.22125011334659447}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gcrotmk_info=16', 'iterations': 16, 'time_s': 37.123430027015274, 'relative_residual': 0.19233454259458307}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_bicgstab_diag_rtol_0.01_maxit_1_top_bottom_y,bicgstab,0.01,1,40,2,0.7706876372242959,0.7705719015413172,2,not_converged,1.1898581239802297,2.341876983642578,0.016383902023321868,1.0001314376717243,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=1', 'iterations': 1, 'time_s': 0.1628406799864024, 'relative_residual': 0.7706876372242959}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=1', 'iterations': 1, 'time_s': 0.1603975519828964, 'relative_residual': 0.7704561658583384}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_bicgstab_diag_rtol_0.01_maxit_2_top_bottom_y,bicgstab,0.01,2,40,2,1.0871725529609977,1.0865633491707745,4,not_converged,1.2528485380171333,2.341876983642578,0.016382243271534043,1.0002327040113093,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=2', 'iterations': 2, 'time_s': 0.2582111780066043, 'relative_residual': 1.0871725529609977}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=2', 'iterations': 2, 'time_s': 0.2638387859915383, 'relative_residual': 1.0859541453805515}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_bicgstab_diag_rtol_0.01_maxit_4_top_bottom_y,bicgstab,0.01,4,40,2,47.59901274177852,44.57757962735674,8,not_converged,1.7965914749947842,2.341876983642578,0.016382613592855744,1.0002100942186252,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=4', 'iterations': 4, 'time_s': 0.48509127998840995, 'relative_residual': 47.59901274177852}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=4', 'iterations': 4, 'time_s': 0.522302249999484, 'relative_residual': 41.55614651293496}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_bicgstab_diag_rtol_0.01_maxit_8_top_bottom_y,bicgstab,0.01,8,40,2,0.7689933874113517,0.7686105729418313,16,not_converged,2.534241438988829,2.341876983642578,0.016382221445413816,1.000234036626628,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=8', 'iterations': 8, 'time_s': 0.896264009992592, 'relative_residual': 0.7682277584723111}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=8', 'iterations': 8, 'time_s': 0.8841137549898122, 'relative_residual': 0.7689933874113517}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_y,offline_scipy_bicgstab_diag_rtol_0.01_maxit_16_top_bottom_y,bicgstab,0.01,16,40,2,1.9815772139823102,1.9458558898320417,32,not_converged,4.390779287990881,2.341876983642578,0.016382055631289184,1.0002441606876704,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=16', 'iterations': 16, 'time_s': 1.8679266140097752, 'relative_residual': 1.9101345656817734}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_bicgstab_info=16', 'iterations': 16, 'time_s': 1.7775864239956718, 'relative_residual': 1.9815772139823102}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_y,offline_scipy_gmres_diag_rtol_0.01_maxit_1_top_y,gmres,0.01,1,40,1,0.46296397374609305,0.46296397374609305,40,not_converged,3.7824620030005462,2.341876983642578,0.016382918958318764,1.0001914510440288,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gmres_info=1', 'iterations': 40, 'time_s': 3.1525643200147897, 'relative_residual': 0.46296397374609305}]"
2,5.0,task014a_default100_stage4_block_grating_p2_h5,top_bottom_xy,offline_scipy_gmres_diag_rtol_0.01_maxit_1_top_bottom_xy,gmres,0.01,1,40,4,0.46302183278399334,0.4629800528807362,160,not_converged,13.98153297699173,2.341876983642578,0.016382748810257742,1.0002018388390208,"offline minres one-shot after selected FE RHS; infos=[{'mode_id': 176, 'status': 'not_converged', 'reason': 'scipy_gmres_info=1', 'iterations': 40, 'time_s': 3.2848849940055516, 'relative_residual': 0.4629416837358984}, {'mode_id': 177, 'status': 'not_converged', 'reason': 'scipy_gmres_info=1', 'iterations': 40, 'time_s': 3.3711942940135486, 'relative_residual': 0.46296397374609305}, {'mode_id': 530, 'status': 'not_converged', 'reason': 'scipy_gmres_info=1', 'iterations': 40, 'time_s': 3.1149803570006043, 'relative_residual': 0.4629927212569601}, {'mode_id': 531, 'status': 'not_converged', 'reason': 'scipy_gmres_info=1', 'iterations': 40, 'time_s': 3.1647684470226523, 'relative_residual': 0.46302183278399334}]"
