case,p,h_nm,h1_degree_mode,status,cells,n_complex,n_real,nnz_complex,nnz_real,relative_matvec_error,relative_rhs_error,rss_upper_gb,epsilon_real,epsilon_imag,beta,notes
fe_only_p1_h10_standard,1,10.0,standard,completed,"[5, 3, 14]",906,1812,22590.0,90360.0,1.3457848002885344e-16,0.0,0.17723464965820312,0.9980022690345409,0.0036493427323206554,0.2161855349974538,serial real PETSc FE-only explicit block equivalence
