auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
10,top,outgoing_up,air,-6,-4,-6,-4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.7679580332083595e-07+4.5556026749375769e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7679580332083595e-07+4.5556026749375769e-07j,-6.1395630598278028e-01+7.8934001187319691e-01j,-2.5104704863236086e-07-4.1924610047539479e-07j,2.730489207182019e-10,5.460978414364039e-14,dtn_port_modal_amplitudes,5.460978414364039e-14,0.0
11,top,outgoing_up,air,-6,-4,-6,-4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.8996205669768629e-08-1.1228824082229931e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.8996205669768629e-08-1.1228824082229931e-07j,-6.1395630598278028e-01+7.8934001187319691e-01j,1.2485469384390564e-07+2.2372007856714980e-08j,1.839735270193638e-11,3.679470540387277e-15,dtn_port_modal_amplitudes,3.679470540387277e-15,0.0
12,top,outgoing_up,air,-6,-3,-6,-3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.0706846631961703e-07+1.8692686171718713e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.0706846631961703e-07+1.8692686171718713e-07j,-9.9651858074504240e-01-8.3370967547980818e-02j,3.2158370557045111e-07-1.6067549580099509e-07j,2.7404873879032e-10,5.4809747758064006e-14,dtn_port_modal_amplitudes,5.4809747758064006e-14,0.0
13,top,outgoing_up,air,-6,-3,-6,-3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.4065214134896671e-07-1.5852000804118290e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.4065214134896671e-07-1.5852000804118290e-08j,-9.9651858074504240e-01-8.3370967547980818e-02j,-1.4148406892043410e-07+4.0705082313305138e-09j,4.248443183340985e-11,8.496886366681971e-15,dtn_port_modal_amplitudes,8.496886366681971e-15,0.0
14,top,outgoing_up,air,-6,-2,-6,-2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.5283977965555052e-08+6.4213207165095619e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.5283977965555052e-08+6.4213207165095619e-08j,8.6106683962356667e-01+5.0849178724998401e-01j,2.3561980108422106e-08+8.8488229990235912e-08j,2.182604281839045e-11,4.365208563678091e-15,dtn_port_modal_amplitudes,4.365208563678091e-15,0.0
15,top,outgoing_up,air,-6,-2,-6,-2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.7063718458533629e-08+2.1354161504073753e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7063718458533629e-08+2.1354161504073753e-08j,8.6106683962356667e-01+5.0849178724998401e-01j,-2.5551417873747141e-08+9.7105996630137090e-09j,1.944797928859378e-12,3.8895958577187563e-16,dtn_port_modal_amplitudes,3.8895958577187563e-16,0.0
16,top,outgoing_up,air,-6,-1,-6,-1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.9924427478858863e-07-1.6610613569068372e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.9924427478858863e-07-1.6610613569068372e-07j,-7.3668074806705863e-01+6.7624069341275139e-01j,-3.2912399224657902e-07+5.2760055620579771e-07j,1.1033657119095646e-09,2.2067314238191297e-13,dtn_port_modal_amplitudes,2.2067314238191297e-13,0.0
17,top,outgoing_up,air,-6,-1,-6,-1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.6459125946730343e-08-1.4335200602815309e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.6459125946730343e-08-1.4335200602815309e-08j,-7.3668074806705863e-01+6.7624069341275139e-01j,5.8653204614178893e-08-3.4381899110048976e-08j,1.3189295636600846e-11,2.6378591273201697e-15,dtn_port_modal_amplitudes,2.6378591273201697e-15,0.0
18,top,outgoing_up,air,-6,0,-6,0,s,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.1002502880374985e-06+2.9681524628079417e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1002502880374985e-06+2.9681524628079417e-07j,-9.8782557382725700e-01+1.5556553504182852e-01j,1.0406811495380029e-06-4.6436271571648348e-07j,3.807835756449729e-09,7.615671512899459e-13,dtn_port_modal_amplitudes,7.615671512899459e-13,0.0
19,top,outgoing_up,air,-6,0,-6,0,p,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.8469680297365667e-15+7.8940992987818208e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.8469680297365667e-15+7.8940992987818208e-15j,-9.8782557382725700e-01+1.5556553504182852e-01j,5.9643247272680506e-16-8.0853177394196199e-15j,1.9272459210262262e-25,3.854491842052453e-29,dtn_port_modal_amplitudes,3.854491842052453e-29,0.0
20,top,outgoing_up,air,-6,1,-6,1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.9924427816373233e-07-1.6610613150242486e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.9924427816373233e-07-1.6610613150242486e-07j,-7.3668074806705863e-01+6.7624069341275139e-01j,-3.2912399756525348e-07+5.2760055540279756e-07j,1.1033657194815677e-09,2.2067314389631358e-13,dtn_port_modal_amplitudes,2.2067314389631358e-13,0.0
21,top,outgoing_up,air,-6,1,-6,1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.6459129522790831e-08+1.4335209512768272e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.6459129522790831e-08+1.4335209512768272e-08j,-7.3668074806705863e-01+6.7624069341275139e-01j,-5.8653213273866578e-08+3.4381894964535782e-08j,1.3189297721794187e-11,2.637859544358838e-15,dtn_port_modal_amplitudes,2.637859544358838e-15,0.0
22,top,outgoing_up,air,-6,2,-6,2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.5283984620182290e-08+6.4213193605465946e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.5283984620182290e-08+6.4213193605465946e-08j,8.6106683962356667e-01+5.0849178724998401e-01j,2.3561992733461274e-08+8.8488221698311748e-08j,2.182604054728831e-11,4.365208109457662e-15,dtn_port_modal_amplitudes,4.365208109457662e-15,0.0
23,top,outgoing_up,air,-6,2,-6,2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.7063714902626183e-08-2.1354151843406355e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.7063714902626183e-08-2.1354151843406355e-08j,8.6106683962356667e-01+5.0849178724998401e-01j,2.5551409899503121e-08-9.7105931526830946e-09j,1.9447965390635135e-12,3.889593078127028e-16,dtn_port_modal_amplitudes,3.889593078127028e-16,0.0
24,top,outgoing_up,air,-6,3,-6,3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.0706847164916200e-07+1.8692685727748593e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.0706847164916200e-07+1.8692685727748593e-07j,-9.9651858074504240e-01-8.3370967547980818e-02j,3.2158371051129948e-07-1.6067549093242102e-07j,2.7404874221139734e-10,5.4809748442279477e-14,dtn_port_modal_amplitudes,5.4809748442279477e-14,0.0
25,top,outgoing_up,air,-6,3,-6,3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.4065216233056778e-07+1.5852012950413738e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.4065216233056778e-07+1.5852012950413738e-08j,-9.9651858074504240e-01-8.3370967547980818e-02j,1.4148409084163783e-07-4.0705185860832331e-09j,4.248444516615753e-11,8.496889033231509e-15,dtn_port_modal_amplitudes,8.496889033231509e-15,0.0
26,top,outgoing_up,air,-6,4,-6,4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.7679576843894126e-07+4.5556024363919559e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7679576843894126e-07+4.5556024363919559e-07j,-6.1395630598278028e-01+7.8934001187319691e-01j,-2.5104705121895972e-07-4.1924605829606072e-07j,2.730488817624466e-10,5.4609776352489334e-14,dtn_port_modal_amplitudes,5.4609776352489334e-14,0.0
27,top,outgoing_up,air,-6,4,-6,4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.8996224620550425e-08+1.1228822279176880e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.8996224620550425e-08+1.1228822279176880e-07j,-6.1395630598278028e-01+7.8934001187319691e-01j,-1.2485469124663845e-07-2.2371981828146747e-08j,1.8397350628633643e-11,3.679470125726729e-15,dtn_port_modal_amplitudes,3.679470125726729e-15,0.0
28,top,outgoing_up,air,-5,-5,-5,-5,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.6065375600695167e-05-9.8822331642279574e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.6065375600695167e-05-9.8822331642279574e-06j,9.6540913404786127e-02-9.9532901697829024e-01j,-1.2352448589631209e-05+2.4989584857656196e-05j,1.1574708044854398e-06,2.31494160897088e-10,dtn_port_modal_amplitudes,2.31494160897088e-10,0.0
29,top,outgoing_up,air,-5,-5,-5,-5,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.8218080304752636e-06+3.3210674300874177e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,6.8218080304752636e-06+3.3210674300874177e-06j,9.6540913404786127e-02-9.9532901697829024e-01j,3.9641383588417130e-06-6.4693245978080248e-06j,8.574808220938199e-08,1.71496164418764e-11,dtn_port_modal_amplitudes,1.71496164418764e-11,0.0
30,top,outgoing_up,air,-5,-4,-5,-4,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.6282764406335077e-07+1.7528837638886381e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.6282764406335077e-07+1.7528837638886381e-07j,9.9160433224382349e-01-1.2930911907240328e-01j,-1.3879421172779809e-07+1.9487181263365003e-07j,1.4388913882800176e-10,2.8777827765600355e-14,dtn_port_modal_amplitudes,2.8777827765600355e-14,0.0
31,top,outgoing_up,air,-5,-4,-5,-4,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.1403637999392141e-07+1.2074723970079433e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.1403637999392141e-07+1.2074723970079433e-08j,9.9160433224382349e-01-1.2930911907240328e-01j,1.1464034035498876e-07-2.7725952398407036e-09j,3.3057191340690434e-11,6.611438268138088e-15,dtn_port_modal_amplitudes,6.611438268138088e-15,0.0
32,top,outgoing_up,air,-5,-3,-5,-3,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.9919339317583289e-06+3.1118986401846363e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,8.9919339317583289e-06+3.1118986401846363e-07j,-5.6380753679316442e-01-8.2590620620941246e-01j,-4.8127064810692253e-06-7.6019452307714572e-06j,2.496248220942118e-07,4.9924964418842377e-11,dtn_port_modal_amplitudes,4.9924964418842377e-11,0.0
33,top,outgoing_up,air,-5,-3,-5,-3,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.3033339197402036e-06-9.5451818537586812e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.3033339197402036e-06-9.5451818537586812e-08j,-5.6380753679316442e-01-8.2590620620941246e-01j,1.7836103111698652e-06+2.7820604401876043e-06j,3.3676669416335886e-08,6.735333883267179e-12,dtn_port_modal_amplitudes,6.735333883267179e-12,0.0
34,top,outgoing_up,air,-5,-2,-5,-2,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.6371079071822208e-07-1.7600911743301550e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,3.6371079071822208e-07-1.7600911743301550e-07j,9.0753725905784421e-01+4.1997157454020062e-01j,4.0399992027995105e-07-6.9866385491559893e-09j,5.605208386508423e-10,1.1210416773016849e-13,dtn_port_modal_amplitudes,1.1210416773016849e-13,0.0
35,top,outgoing_up,air,-5,-2,-5,-2,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.2373421793589381e-08+4.5073341738250791e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.2373421793589381e-08+4.5073341738250791e-08j,9.0753725905784421e-01+4.1997157454020062e-01j,-7.5535726552214641e-08+1.4710672857595852e-08j,2.0331592658920334e-11,4.066318531784068e-15,dtn_port_modal_amplitudes,4.066318531784068e-15,0.0
36,top,outgoing_up,air,-5,-1,-5,-1,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.8940088285785690e-05-5.7193273230879599e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,1.8940088285785690e-05-5.7193273230879599e-05j,-2.9968838350438992e-01+9.5403714434634346e-01j,4.8888382627210999e-05+3.5209707343725809e-05j,1.3164585290875508e-05,2.632917058175102e-09,dtn_port_modal_amplitudes,2.632917058175102e-09,0.0
37,top,outgoing_up,air,-5,-1,-5,-1,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.7509730061701322e-06+8.3322203967530507e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.7509730061701322e-06+8.3322203967530507e-06j,-2.9968838350438992e-01+9.5403714434634346e-01j,-7.1248131000992981e-06-5.1216000926856572e-06j,2.7924169137335264e-07,5.584833827467054e-11,dtn_port_modal_amplitudes,5.584833827467054e-11,0.0
38,top,outgoing_up,air,-5,0,-5,0,s,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.7652347931933488e-05+1.0330313371062797e-04j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7652347931933488e-05+1.0330313371062797e-04j,-6.9479838687065476e-01+7.1920456172214042e-01j,-6.2031262137288943e-05-8.4470499818580834e-05j,4.051778742520171e-05,8.103557485040343e-09,dtn_port_modal_amplitudes,8.103557485040343e-09,0.0
39,top,outgoing_up,air,-5,0,-5,0,p,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.3896953664021262e-15+1.4857724845061810e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3896953664021262e-15+1.4857724845061810e-15j,-6.9479838687065476e-01+7.1920456172214042e-01j,-2.0341324473559040e-15-3.2837078571168872e-17j,1.5268300782705204e-26,3.0536601565410413e-30,dtn_port_modal_amplitudes,3.0536601565410413e-30,0.0
