auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
0,top,outgoing_up,air,-7,-2,-7,-2,s,-4.3982297150257105e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.0387608913134268e-06+1.4945552612683808e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0387608913134268e-06+1.4945552612683808e-06j,4.2815674128062886e-01-9.0370448980623785e-01j,1.7953887780662890e-06-2.9882897098658444e-07j,3.057543301037697e-09,6.115086602075394e-13,dtn_port_modal_amplitudes,6.115086602075394e-13,0.0
1,top,outgoing_up,air,-7,-2,-7,-2,p,-4.3982297150257105e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.6292592156563081e-08-1.9958723037626139e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,6.6292592156563081e-08-1.9958723037626139e-07j,4.2815674128062886e-01-9.0370448980623785e-01j,-1.5198425597021953e-07-1.4536353133190607e-07j,4.08227841415837e-11,8.164556828316741e-15,dtn_port_modal_amplitudes,8.164556828316741e-15,0.0
2,top,outgoing_up,air,-7,-1,-7,-1,s,-4.3982297150257105e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.7907995255413183e-04+8.3411364671756999e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,1.7907995255413183e-04+8.3411364671756999e-06j,-4.4861738743631935e-01+8.9372391692838304e-01j,-8.7793053612133089e-05+1.5630605778987352e-04j,4.787285198635136e-05,9.574570397270274e-09,dtn_port_modal_amplitudes,9.574570397270274e-09,0.0
3,top,outgoing_up,air,-7,-1,-7,-1,p,-4.3982297150257105e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.6822411059028112e-06-6.9063316593350467e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.6822411059028112e-06-6.9063316593350467e-07j,-4.4861738743631935e-01+8.9372391692838304e-01j,4.0636223128047618e-06-6.5559725653777309e-06j,8.861880985396662e-08,1.7723761970793327e-11,dtn_port_modal_amplitudes,1.7723761970793327e-11,0.0
4,top,outgoing_up,air,-7,0,-7,0,s,-4.3982297150257105e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5222544329702142e-01+0.0000000000000000e+00j,1.5222544329702142e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.2151053925221570e-04+2.9718262655014389e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.2151053925221570e-04+2.9718262655014389e-05j,-9.5788529532529842e-01+2.8715111178535563e-01j,2.0364805614755813e-04-9.2073684418300636e-05j,8.168596856881643e-05,1.633719371376329e-08,dtn_port_modal_amplitudes,1.633719371376329e-08,0.0
5,top,outgoing_up,air,-7,0,-7,0,p,-4.3982297150257105e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5222544329702142e-01+0.0000000000000000e+00j,1.5222544329702142e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.8462583812867145e-14+1.9011619123765783e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.8462583812867145e-14+1.9011619123765783e-14j,-9.5788529532529842e-01+2.8715111178535563e-01j,3.1383535886333211e-14-2.9255524102982703e-14j,3.0103749557276112e-24,6.020749911455223e-28,dtn_port_modal_amplitudes,6.020749911455223e-28,0.0
6,top,outgoing_up,air,-7,1,-7,1,s,-4.3982297150257105e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.7907995262281571e-04+8.3411364585532671e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,1.7907995262281571e-04+8.3411364585532671e-06j,-4.4861738743631935e-01+8.9372391692838304e-01j,-8.7793053635239795e-05+1.5630605785512612e-04j,4.7872852022779686e-05,9.574570404555939e-09,dtn_port_modal_amplitudes,9.574570404555939e-09,0.0
7,top,outgoing_up,air,-7,1,-7,1,p,-4.3982297150257105e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1.3865332245041567e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.6822411216036731e-06+6.9063320709534158e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,7.6822411216036731e-06+6.9063320709534158e-07j,-4.4861738743631935e-01+8.9372391692838304e-01j,-4.0636223566357598e-06+6.5559725609440504e-06j,8.861881029798724e-08,1.772376205959745e-11,dtn_port_modal_amplitudes,1.772376205959745e-11,0.0
8,top,outgoing_up,air,-7,2,-7,2,s,-4.3982297150257105e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.0387607933490884e-06+1.4945552874114261e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0387607933490884e-06+1.4945552874114261e-06j,4.2815674128062886e-01-9.0370448980623785e-01j,1.7953887597477844e-06-2.9882887126245085e-07j,3.0575431853169303e-09,6.115086370633862e-13,dtn_port_modal_amplitudes,6.115086370633862e-13,0.0
9,top,outgoing_up,air,-7,2,-7,2,p,-4.3982297150257105e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,8.5914018327812564e-02+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.6292678552852906e-08+1.9958721505065774e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.6292678552852906e-08+1.9958721505065774e-07j,4.2815674128062886e-01-9.0370448980623785e-01j,1.5198420512924881e-07+1.4536360284686054e-07j,4.0822789067742675e-11,8.164557813548536e-15,dtn_port_modal_amplitudes,8.164557813548536e-15,0.0
10,top,outgoing_up,air,-6,-4,-6,-4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.3592295094833948e-07+3.6866769240474365e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.3592295094833948e-07+3.6866769240474365e-07j,9.9469008590626495e-01+1.0291565964316193e-01j,-3.7208090768964633e-07+3.3213836654281303e-07j,2.844471358950473e-10,5.688942717900947e-14,dtn_port_modal_amplitudes,5.688942717900947e-14,0.0
11,top,outgoing_up,air,-6,-4,-6,-4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.9227626380061081e-08-1.3038405139441159e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.9227626380061081e-08-1.3038405139441159e-07j,9.9469008590626495e-01+1.0291565964316193e-01j,-1.5653869538615377e-08-1.3269970373102199e-07j,2.0415620400422622e-11,4.083124080084525e-15,dtn_port_modal_amplitudes,4.083124080084525e-15,0.0
12,top,outgoing_up,air,-6,-3,-6,-3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.7942869538327725e-07+5.3903640667495753e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.7942869538327725e-07+5.3903640667495753e-08j,7.4995831046452544e-01-6.6148509625326746e-01j,-2.4889924839606168e-07+2.9141191036974082e-07j,3.114538043108401e-10,6.229076086216803e-14,dtn_port_modal_amplitudes,6.229076086216803e-14,0.0
13,top,outgoing_up,air,-6,-3,-6,-3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.4988085679618024e-07+3.2600486758453931e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.4988085679618024e-07+3.2600486758453931e-08j,7.4995831046452544e-01-6.6148509625326746e-01j,1.3396913025515808e-07-7.4694947014652229e-08j,4.989110497614699e-11,9.9782209952294e-15,dtn_port_modal_amplitudes,9.9782209952294e-15,0.0
14,top,outgoing_up,air,-6,-2,-6,-2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.3457456740386983e-08+8.9917085352077822e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.3457456740386983e-08+8.9917085352077822e-08j,-3.8948672055607042e-01+9.2103208115161628e-01j,-1.0753235697355378e-07+2.3424842750446213e-08j,3.15259396435413e-11,6.305187928708261e-15,dtn_port_modal_amplitudes,6.305187928708261e-15,0.0
15,top,outgoing_up,air,-6,-2,-6,-2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.3757005506826572e-08+1.5808198812128415e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.3757005506826572e-08+1.5808198812128415e-08j,-3.8948672055607042e-01+9.2103208115161628e-01j,-5.3068200861067569e-09-2.8038047737117149e-08j,2.11951322161433e-12,4.2390264432286607e-16,dtn_port_modal_amplitudes,4.2390264432286607e-16,0.0
16,top,outgoing_up,air,-6,-1,-6,-1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.3837594003280936e-07+4.1673459661770195e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.3837594003280936e-07+4.1673459661770195e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,-6.1235927118759621e-07-1.8513951777929593e-07j,1.167782774618968e-09,2.3355655492379365e-13,dtn_port_modal_amplitudes,2.3355655492379365e-13,0.0
17,top,outgoing_up,air,-6,-1,-6,-1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.1442103520071895e-08-3.3403141627012844e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.1442103520071895e-08-3.3403141627012844e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,5.2282748631254882e-08+4.6447994048037473e-08j,1.3955685447463328e-11,2.791137089492666e-15,dtn_port_modal_amplitudes,2.791137089492666e-15,0.0
18,top,outgoing_up,air,-6,0,-6,0,s,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.1798689294187326e-06-5.3947514312785959e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1798689294187326e-06-5.3947514312785959e-08j,-7.8490829720534228e-01-6.1961194709125000e-01j,8.9266238793146919e-07+7.7340473626731926e-07j,4.090351393463461e-09,8.180702786926923e-13,dtn_port_modal_amplitudes,8.180702786926923e-13,0.0
19,top,outgoing_up,air,-6,0,-6,0,p,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.8973080976037246e-15+3.3392159878906847e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,2.8973080976037246e-15+3.3392159878906847e-15j,-7.8490829720534228e-01-6.1961194709125000e-01j,-2.0510304535420995e-16-4.4161850467356216e-15j,5.730814900053099e-26,1.14616298001062e-29,dtn_port_modal_amplitudes,1.14616298001062e-29,0.0
20,top,outgoing_up,air,-6,1,-6,1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.3837597314273933e-07+4.1673483679996876e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.3837597314273933e-07+4.1673483679996876e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,-6.1235929799908098e-07-1.8513954867083128e-07j,1.1677829009531594e-09,2.335565801906319e-13,dtn_port_modal_amplitudes,2.335565801906319e-13,0.0
21,top,outgoing_up,air,-6,1,-6,1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.1442079592916668e-08+3.3403125595230720e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.1442079592916668e-08+3.3403125595230720e-08j,-9.7402708549712580e-01-2.2643152765896971e-01j,-5.2282728955658522e-08-4.6447973014785153e-08j,1.3955674001653106e-11,2.791134800330622e-15,dtn_port_modal_amplitudes,2.791134800330622e-15,0.0
22,top,outgoing_up,air,-6,2,-6,2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.3457474466064271e-08+8.9917081021492918e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.3457474466064271e-08+8.9917081021492918e-08j,-3.8948672055607042e-01+9.2103208115161628e-01j,-1.0753235988886207e-07+2.3424860763068968e-08j,3.15259434720334e-11,6.305188694406681e-15,dtn_port_modal_amplitudes,6.305188694406681e-15,0.0
23,top,outgoing_up,air,-6,2,-6,2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.3757038065937274e-08-1.5808213948201841e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,2.3757038065937274e-08-1.5808213948201841e-08j,-3.8948672055607042e-01+9.2103208115161628e-01j,5.3068213455747120e-09+2.8038083620402244e-08j,2.1195184939187727e-12,4.2390369878375464e-16,dtn_port_modal_amplitudes,4.2390369878375464e-16,0.0
24,top,outgoing_up,air,-6,3,-6,3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.7942868395520413e-07+5.3903650124636443e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.7942868395520413e-07+5.3903650124636443e-08j,7.4995831046452544e-01-6.6148509625326746e-01j,-2.4889923356972567e-07+2.9141190990270205e-07j,3.1145378808258833e-10,6.229075761651768e-14,dtn_port_modal_amplitudes,6.229075761651768e-14,0.0
25,top,outgoing_up,air,-6,3,-6,3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.4988088555585984e-07-3.2600421284556602e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.4988088555585984e-07-3.2600421284556602e-08j,7.4995831046452544e-01-6.6148509625326746e-01j,-1.3396910851371153e-07+7.4695015141445075e-08j,4.9891114205126586e-11,9.978222841025319e-15,dtn_port_modal_amplitudes,9.978222841025319e-15,0.0
26,top,outgoing_up,air,-6,4,-6,4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.3592288354705134e-07+3.6866757287100097e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.3592288354705134e-07+3.6866757287100097e-07j,9.9469008590626495e-01+1.0291565964316193e-01j,-3.7208082834435931e-07+3.3213825458043232e-07j,2.8444698333498107e-10,5.688939666699623e-14,dtn_port_modal_amplitudes,5.688939666699623e-14,0.0
27,top,outgoing_up,air,-6,4,-6,4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.9227664438208337e-08+1.3038410872683048e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,2.9227664438208337e-08+1.3038410872683048e-07j,9.9469008590626495e-01+1.0291565964316193e-01j,1.5653901494273431e-08+1.3269976467579000e-07j,2.0415640039536092e-11,4.083128007907219e-15,dtn_port_modal_amplitudes,4.083128007907219e-15,0.0
28,top,outgoing_up,air,-5,-5,-5,-5,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.2475892592216411e-05-1.7033438897931746e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.2475892592216411e-05-1.7033438897931746e-05j,-4.4861738743632412e-01+8.9372391692838071e-01j,2.5306267945639358e-05-1.2445745906530828e-05j,1.1846423014577483e-06,2.369284602915497e-10,dtn_port_modal_amplitudes,2.369284602915497e-10,0.0
29,top,outgoing_up,air,-5,-5,-5,-5,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.6181440892606674e-06+4.6530810672522375e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,5.6181440892606674e-06+4.6530810672522375e-06j,-4.4861738743632412e-01+8.9372391692838071e-01j,-6.6789669607749067e-06+2.9336166694019518e-06j,7.926580157554869e-08,1.585316031510974e-11,dtn_port_modal_amplitudes,1.585316031510974e-11,0.0
30,top,outgoing_up,air,-5,-4,-5,-4,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.9587852602190295e-07+1.4129702172456606e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.9587852602190295e-07+1.4129702172456606e-07j,9.7100924635078481e-02+9.9527454023249928e-01j,-1.5964931432602201e-07-1.8123283847023099e-07j,1.4664025340778808e-10,2.932805068155762e-14,dtn_port_modal_amplitudes,2.932805068155762e-14,0.0
31,top,outgoing_up,air,-5,-4,-5,-4,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,9.7998617660095730e-08+3.6095407129732632e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,9.7998617660095730e-08+3.6095407129732632e-08j,9.7100924635078481e-02+9.9527454023249928e-01j,-2.6409083347794698e-08+1.0104042654244891e-07j,2.7417430252793246e-11,5.48348605055865e-15,dtn_port_modal_amplitudes,5.48348605055865e-15,0.0
32,top,outgoing_up,air,-5,-3,-5,-3,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.2315106125423211e-06+2.7690202560563784e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,8.2315106125423211e-06+2.7690202560563784e-06j,-5.6512332570259845e-02-9.9840190117380501e-01j,2.2994132227438494e-06-8.3748396386986496e-06j,2.3258324002537595e-07,4.65166480050752e-11,dtn_port_modal_amplitudes,4.65166480050752e-11,0.0
33,top,outgoing_up,air,-5,-3,-5,-3,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.0049748421905752e-06-1.0243872916159177e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.0049748421905752e-06-1.0243872916159177e-06j,-5.6512332570259845e-02-9.9840190117380501e-01j,-8.5293208184047938e-07+3.0580631107270713e-06j,3.10806172930238e-08,6.216123458604761e-12,dtn_port_modal_amplitudes,6.216123458604761e-12,0.0
34,top,outgoing_up,air,-5,-2,-5,-2,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.9549690992704873e-07-9.5737964097912835e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,3.9549690992704873e-07-9.5737964097912835e-08j,9.4763140690420844e-01+3.1936611693908690e-01j,4.0536075501804033e-07+3.5584010772559620e-08j,5.684817980241248e-10,1.1369635960482497e-13,dtn_port_modal_amplitudes,1.1369635960482497e-13,0.0
35,top,outgoing_up,air,-5,-2,-5,-2,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.0091680379926921e-08+3.0221338886314046e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.0091680379926921e-08+3.0221338886314046e-08j,9.4763140690420844e-01+3.1936611693908690e-01j,-7.6072749339532599e-08+6.2537820946938011e-09j,2.0002427910653842e-11,4.000485582130769e-15,dtn_port_modal_amplitudes,4.000485582130769e-15,0.0
36,top,outgoing_up,air,-5,-1,-5,-1,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.9593825546389769e-05-5.2337619177752599e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,2.9593825546389769e-05-5.2337619177752599e-05j,1.6368469478040518e-01+9.8651270680850611e-01j,5.6475782664902862e-05+2.0627817723944175e-05j,1.3110993533313109e-05,2.622198706662622e-09,dtn_port_modal_amplitudes,2.622198706662622e-09,0.0
37,top,outgoing_up,air,-5,-1,-5,-1,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.3056849659343321e-06+7.6265266872432887e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.3056849659343321e-06+7.6265266872432887e-06j,1.6368469478040518e-01+9.8651270680850611e-01j,-8.2284402152492256e-06-2.9992672373725364e-06j,2.781865911417347e-07,5.5637318228346954e-11,dtn_port_modal_amplitudes,5.5637318228346954e-11,0.0
38,top,outgoing_up,air,-5,0,-5,0,s,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.7954811962504356e-05+9.6915580006872232e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.7954811962504356e-05+9.6915580006872232e-05j,-1.8237907681107474e-01+9.8322829106039256e-01j,-8.8367976541024249e-05-5.4993618913674915e-05j,3.996462546932032e-05,7.992925093864065e-09,dtn_port_modal_amplitudes,7.992925093864065e-09,0.0
39,top,outgoing_up,air,-5,0,-5,0,p,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.4740790818299410e-14+4.9006533076246135e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.4740790818299410e-14+4.9006533076246135e-15j,-1.8237907681107474e-01+9.8322829106039256e-01j,-2.1300491558285956e-15-1.5387339191170972e-14j,8.902040813238422e-25,1.7804081626476848e-28,dtn_port_modal_amplitudes,1.7804081626476848e-28,0.0
