case,p,h_nm,h1_degree_mode,status,n_real,nnz_real,real_block_estimated_aij_memory_gb,B_rows,B_nnz,B_estimated_aij_memory_gb,G_rows,G_cols,G_nnz,H1_dofs,Pi_present,Pi_nnz,rss_after_assembly_gb,rss_after_solve_gb,elapsed_wall_s,notes
fe_only_p2_h5_same,2,5.0,same,completed,74892,14233968.0,0.1593559868633747,37446,3558492.0,0.039908748120069504,37446,13167,1572090.0,13167,False,,1.0419807434082031,1.3229217529296875,250.2535886529986,
