case,p,h_nm,h1_degree_mode,status,cells,n_complex,n_real,nnz_complex,nnz_real,relative_matvec_error,relative_rhs_error,rss_upper_gb,epsilon_real,epsilon_imag,beta,notes
fe_only_p2_h4_same,2,4.0,same,completed,"[13, 7, 35]",82878,165756,8057556.0,32230224.0,1.6705617975551743e-16,0.0,1.9244956970214844,0.9980022690345409,0.0036493427323206554,0.2161855349974538,serial real PETSc FE-only explicit block equivalence
