case,p,h_nm,h1_degree_mode,status,n_real,nnz_real,real_block_estimated_aij_memory_gb,B_rows,B_nnz,B_estimated_aij_memory_gb,G_rows,G_cols,G_nnz,H1_dofs,Pi_present,Pi_nnz,rss_after_assembly_gb,rss_after_solve_gb,elapsed_wall_s,notes
fe_only_p2_h4_same,2,4.0,same,completed,165756,32230224.0,0.3608183152973652,82878,8057556.0,0.09035895392298698,82878,28755,3551549.0,28755,False,,1.9244956970214844,,24.245405163001124,solves skipped by --skip-solves
