case,mode_set,solver_label,omega,initial_corrected_residual,initial_improvement,continuation_status,continuation_iterations,continuation_true_residual,continuation_improvement,continuation_ksp_final_residual,continuation_solve_time_s,rss_gb,notes
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,scipy_gmres_diag_rtol_0.01,1.0,0.0017324131089646699,12.38664453128045,not_converged,200,0.00168096860322056,12.765726451382259,0.15647166266052825,37.915633976008394,1.5708351135253906,DIVERGED_MAX_IT; initial coarse solve direct dense coarse solve; alpha_norm=1411.5
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,scipy_gmres_diag_rtol_0.01,0.5,0.010833780904605487,1.9807291241189462,not_converged,200,0.010822673709361925,1.982761925411585,1.0074202138527686,36.9691699630057,1.5708351135253906,DIVERGED_MAX_IT; initial coarse solve direct dense coarse solve; alpha_norm=1411.5
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,scipy_gmres_diag_rtol_0.01,0.3,0.015072013138845142,1.423750441589651,not_converged,200,0.015069103003753104,1.4240253953225535,1.4026958012675195,36.338767979992554,1.5708351135253906,DIVERGED_MAX_IT; initial coarse solve direct dense coarse solve; alpha_norm=1411.5
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,scipy_gmres_diag_rtol_0.01,0.1,0.019327664332476603,1.1102627297814889,not_converged,200,0.019327409426117236,1.110277372873284,1.7990769619559184,38.04135152199888,1.5708351135253906,DIVERGED_MAX_IT; initial coarse solve direct dense coarse solve; alpha_norm=1411.5
