case,stage,profile,mode_set,selected_mode_ids,baseline_residual,expected_task017_baseline,baseline_abs_error,one_shot_residual_after,expected_task017_one_shot,one_shot_abs_error,improvement,fe_lift_solver,fe_rhs_max_relative_residual,basis_condition,regularization,rss_gb,notes
task014a_default100_stage4_block_grating_p1_h5,A,baseline_plus_true_fe_sampled_schur_one_shot,top_bottom_y,"177,531",0.02145878536207579,0.021465559540488233,6.774178412442128e-06,0.0017324131089646699,0.0036887839402995697,0.0019563708313349,12.38664453128045,scipy_gmres_diag_rtol_0.01,0.005912741773475342,22.89058372762638,0.0,1.4030570983886719,best reproduced true-FE sampled Schur one-shot signal for top_bottom_y
