case,prototype,mode_set,solver_label,start_residual,projected_rhs_residual,gmres_status,gmres_iterations,residual_after_projected_solve,residual_after_final_coarse,final_improvement,time_s,rss_gb,notes
task014a_default100_stage4_block_grating_p1_h5,projected_residual_right_preconditioned_gmres_plus_final_coarse,top_bottom_y,scipy_gmres_diag_rtol_0.01,0.02145878536207579,0.0017324131089646699,not_converged,1800,0.021458581174429794,0.0017084236957858958,12.56057581910586,350.2245850370091,1.5708351135253906,projected solve info=60; final coarse direct dense coarse solve; alpha_norm=641.066
