method,R,T,A,role,status,source
port,0.0007079669153431053,0.9646033456193014,0.03468868746535547,primary,ok,dtn_auxiliary_port_amplitudes
probe_eh_fourier,0.016301448726618917,0.7522551210836659,0.23144343018971525,cross_check,ok,eh_fourier_orders
net_flux,0.23505655019435812,0.7417808499928255,0.02316259981281643,diagnostic,ok,sampled_poynting_flux
volume_absorption,,,0.034688687465344065,absorption_check,ok,volume_integral_Im_epsilon_E2
