h_nm,p,mpi_ranks,solver_profile,returncode,status,case_status,failure_stage,last_progress_stage,last_progress_status,mesh_cells_resolved,cells,N1curl_raw_dofs,floquet_constraints,dtn_auxiliary_dofs,system_rows,system_cols,nnz_used,nnz_allocated,avg_nnz_per_row,estimated_AIJ_matrix_memory_GB,PETSc_matrix_memory_GB,peak_RSS_per_rank_max_GB,rss_rank_sum_GB,estimated_total_RSS_upper_GB,effective_LU_memory_proxy_GB,rss_to_matrix_ratio,mumps_ooc_cleanup_removed_file_GB,mumps_ooc_residual_file_GB,ooc_disk_GB,solve_time_s,elapsed_wall_s,swap_before_GB,swap_after_GB,swap_delta_GB,petsc_error_code,petsc_error_type,mumps_infog_1,mumps_infog_2,actual_pc_factor_solver_type,result_dir,progress_file,matrix_fields_source,source_csv,mesh_target_size_nm,mpi_procs,dof_raw_nedelec,matrix_rows,matrix_cols,matrix_memory_GB,peak_rss_mb,swap_used_after_mb,mumps_ooc_tmpdir,mumps_ooc_residual_file_count,mumps_ooc_residual_file_bytes,note
4.0,2,8,mumps_ooc_tuned_icntl14_200,124,timeout,timeout_during_stage4_dtn_augmented_ksp_setup,stage4_dtn_augmented_ksp_setup,stage4_dtn_augmented_ksp_setup,begin,"[27, 27, 39]",28431,705210,17034,708,705918,705918,81208016.0,81208016.0,115.0388798698999,1.8204001113772392,0.0,1.3369178771972656,,10.695343017578125,,,,30.091624222695827,30.091624222695827,,5400,,,,,,,,,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260703_125322,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260703_125322/progress_3d.jsonl,timeout_progress_and_assemble_reference,,4.0,8,705210,705918,705918,0.0,1369.00390625,116.4453125,/work/fenics_vector_maxwell_floquet_demo_v2_parallel/results/3D_stage4_block_grating_normal_p2_h4p0_np8_20260703_125322/mumps_ooc_files,16,32310635480,"?? mat_mumps_icntl_22=1, mat_mumps_icntl_14=200?90 ?????OOC ??????? results?"
