h_nm,default_status,ooc_status,default_peak_RSS_per_rank_GB,ooc_peak_RSS_per_rank_GB,default_total_RSS_upper_GB,ooc_total_RSS_upper_GB,ooc_disk_GB,default_elapsed_s,ooc_elapsed_s,slowdown_ratio,ram_saving_ratio,note
20.0,completed,,0.3610649108886719,,2.888519287109375,,,24.735751438012812,,,,
15.0,completed,completed,0.4127998352050781,0.3979988098144531,3.302398681640625,3.183990478515625,0.3145560026168823,8.596215138037223,29.254525679978542,3.403186775832397,0.03585521148106052,
12.0,completed,completed,0.6448249816894531,0.5558815002441406,5.158599853515625,4.447052001953125,0.9730001091957092,16.354807129013352,21.61701602197718,1.3217530388131995,0.13793429840804083,
10.0,completed,completed,0.6278343200683594,0.5797080993652344,5.022674560546875,4.637664794921875,0.9636391699314117,15.91283497097902,21.61779468401801,1.3585130948346658,0.07665433246447084,
8.0,completed,completed,1.3038749694824219,1.2431068420410156,10.430999755859375,9.944854736328125,3.1586623191833496,47.65374189498834,65.23840933898464,1.3690091637031685,0.046605793395610884,
6.0,completed,completed,2.0198936462402344,1.8574028015136719,16.159149169921875,14.859222412109375,8.349599599838257,416.9745004060096,225.73118055000668,0.5413548798073057,0.08044524771342187,"OOC was faster in this local run; likely lower memory pressure/swap, not a general guarantee."
5.0,completed,completed,2.3336563110351562,2.0303001403808594,18.66925048828125,16.242401123046875,10.072576642036438,698.6281181600061,332.9152280249982,0.47652709556237893,0.12999179408716577,"OOC was faster in this local run; likely lower memory pressure/swap, not a general guarantee."
4.0,killed,failed,,2.9857559204101562,,23.88604736328125,0.0,1496.5743825130048,1283.1184447279666,,,default and OOC both failed; OOC produced PETSc/MUMPS diagnostics instead of OS kill.
